aor|apprehension_landmark|n
SLC|CAP - STORY COUNTY JAIL, VIRGINIA CITY, NEVADA|1
SLC|CAP - WASHOE COUNTY JAIL, RENO, NEVADA|422
SLC|CAP - WHITE PINE COUNTY JAIL, ELY, NEVADA|1
SLC|CAP ADOC TUCSON AZ STATE|2
SLC|CAP STREET ARREST|49
SLC|CAP STREET ARREST ID|28
SLC|CARBON COUNTY JAIL - UT|6
SLC|CARIBOU COUNTY JAIL IDAHO|5
SLC|CARSON CITY OFFICE OF PAROLE & PROBATION|3
SLC|CASCADE COUNTY JAIL MT|17
SLC|CASES REFERRED BY USCIS|1
SLC|CASSIA COUNTY MISDEMEANOR PROBATION OFFICE ID|1
SLC|CIS REFERRAL- NONEGREGIOUS CASE, RENO, NEVADA|3
SLC|CIS REFERRAL, SALT LAKE CITY OFFICE|1
SLC|CITY OF GRAND JUNCTION|1
SLC|CITY OF HENDERSON DETENTION CENTER|153
SLC|CITY OF LAS VEGAS DETENTION CENTER|1410
SLC|CLARK COUNTY DETENTION CENTER|2075
SLC|CLARK COUNTY JAIL ID|3
SLC|CUSTER COUNTY JAIL ID|1
SLC|DAGGETT COUNTY JAIL - UT|1
SLC|DAVIS COUNTY JAIL - UT|193
SLC|DAWSON COUNTY JAIL MT|3
SLC|DENVER COUNTY|1
SLC|DUCHESNE COUNTY JAIL - UT|8
SLC|ELMORE COUNTY GENERAL AREA ID|2
SLC|ELMORE COUNTY JAIL ID|125
SLC|ELY STATE PRISON (NDOC)|1
SLC|EMERY COUNTY JAIL - UT|14
SLC|ESMERELDA COUNTY JAIL|1
SLC|FERGUS COUNTY JAIL MT|2
SLC|FLORENCE MCCLURE WOMENS CORRECTIONAL CENTER|35
SLC|FRANKLIN COUNTY JAIL ID|1
SLC|FRANKLIN COUNTY MISDEMEANOR PROBATION OFFICE ID|2
SLC|FREMONT COUNTY JAIL ID|14
SLC|FREMONT COUNTY MISDEMEANOR PROBATION OFFICE ID|1
SLC|FUGITIVE OPERATIONS - RENO, NEVADA|150
SLC|FUGITIVE OPERATIONS CA STATE|3
SLC|FUGOP FUGITIVE (INCLUDING TARGETS)|222
SLC|FUGOP NON FUGITIVE ID|398
SLC|FUGOP NON-FUGITIVE|566
SLC|FUGOP STREET ARREST ID|65
SLC|GALLATIN COUNTY JAIL MT|44
SLC|GARFIELD COUNTY JAIL, UT|1
SLC|GEM COUNTY GENERAL AREA ID|2
SLC|GEM COUNTY JAIL ID|2
SLC|GLENDIVE STATE PAROLE AND PROBATION|1
SLC|GOODING COUNTY GENERAL AREA ID|2
SLC|GOODING COUNTY JAIL ID|101
SLC|GOODING COUNTY MISDEMEANOR PROBATION OFFICE ID|1
SLC|GRAND COUNTY JAIL - UT|25
SLC|GREAT FALLS AREA|3
SLC|HEL GENERAL AREA, NON-SPECIFIC|10
SLC|HELENA NON-DETAIN DOCKET|2
SLC|HENDERSON POLICE DEPARTMENT|10
SLC|HIGH DESERT STATE PRISON (NDOC)|294
SLC|HILL COUNTY JAIL MT|2
SLC|IDAHO DEPARTMENT OF CORRECTIONS|1
SLC|IDAHO DEPARTMENT OF CORRECTIONS ID|110
SLC|IDAHO DEPARTMENT OF CORRECTIONS WOMEN'S FACILITY ID|5
SLC|IDAHO FALLS FELONY PROBATION OFFICE ID|2
SLC|IFI GENERAL AREA, NON-SPECIFIC ID|123
SLC|IRON COUNTY JAIL, UT|40
SLC|JAK GENERAL AREA, NON-SPECIFIC|6
SLC|JEAN NEVADA|1
SLC|JEFFERSON COUNTY JAIL ID|16
SLC|JEFFERSON COUNTY MISDEMEANOR PROBATION OFFICE ID|1
SLC|JEROME COUNTY JAIL ID|182
SLC|JEROME COUNTY MISDEMEANOR PROBATION OFFICE ID|7
SLC|JUAB COUNTY JAIL - UT|17
SLC|KALISPELL, MT PROBATION&PAROLE|1
SLC|KANE COUNTY JAIL, UT|2
SLC|LAF GENERAL AREA, NON-SPECIFIC|1
SLC|LAKE COUNTY JAIL MT|3
SLC|LAS GENERAL AREA, NON-SPECIFIC|1
SLC|LAS VEGAS CAP PROCESSING|517
SLC|LAS VEGAS CAP-AT-LARGE|24
SLC|LAS VEGAS DETENTION AND REMOVAL OPERATIONS|23
SLC|LAS VEGAS DRUG ENFORCEMENT ADMINISTRATION|2
SLC|LAS VEGAS FEDERAL BUREAU OF INVESTIGATIONS|1
SLC|LAS VEGAS FUGITIVE OPERATIONS|724
SLC|LAS VEGAS METRO POLICE DEPARTMENT|3
SLC|LAS VEGAS UNITED STATES MARSHAL SERVICE|34
SLC|LEMHI COUNTY JAIL ID|1
SLC|LEWIS & CLARK COUNTY JAIL MT|1
SLC|LINCOLN COUNTY JAIL ID|3
SLC|LINCOLN COUNTY SHERIFF'S DEPARTMENT|9
SLC|LIVINGSTON AREA|2
SLC|LVD GENERAL AREA, NON-SPECIFIC|1
SLC|LVG GENERAL AREA, NON-SPECIFIC|1549
SLC|MADISON COUNTY JAIL ID|31
SLC|MADISON COUNTY MISDEMEANOR PROBATION OFFICE ID|2
SLC|MALHEUR COUNTY JAIL OREGON|1
SLC|MALHEUR COUNTY MISDEMEANOR PROBATION OFFICE, OR|1
SLC|MESQUITE CITY JAIL, UT|10
SLC|MESQUITE JAIL|1
SLC|MILLARD COUNTY JAIL - UT|38
SLC|MINI-CASSIA COUNTY CRIMINAL JUSTICE CENTER ID|204
SLC|MINI-CASSIA CRIMINAL JUSTICE CENTER ID|2
SLC|MINIDOKA COUNTY MISDEMEANOR PROBATIOIN OFFICE ID|1
SLC|MISSOULA COUNTY JAIL MT|6
SLC|MONTANA STATE WOMEN'S PRISON|2
SLC|MT STATE PRISON|5
SLC|NEVADA DEPARTMENT OF CORRECTIONS (GENERAL)|34
SLC|NEVADA HIGHWAY PATROL|1
SLC|NEVADA PAROLE & PROBATION|39
SLC|NEVADA SOUTHERN DETENTION CENTER|1766
SLC|NORTH LAS VEGAS DETENTION CENTER|10
SLC|NORTH LAS VEGAS POLICE DEPARTMENT|9
SLC|NYE COUNTY SHERIFF'S DEPARTMENT (BEATTY)|5
SLC|NYE COUNTY SHERIFF'S DEPARTMENT (PAHRUMP)|40
SLC|OREGON STATE PENTENTIARY (OSP)|1
SLC|OWYHEE COUNTY JAIL ID|23
SLC|OWYHEE COUNTY MISDEMEANOR PROBATION OFFICE ID|1
SLC|PARK COUNTY JAIL MT|2
SLC|PAYETTE COUNTY GENERAL AREA ID|2
SLC|PAYETTE COUNTY JAIL ID|13
SLC|POWER COUNTY JAIL ID|7
SLC|RAVALLI COUNTY JAIL MT|1
SLC|REN GENERAL AREA, NON-SPECIFIC|346
SLC|RENO OFFICE OF PAROLE & PROBATION|8
SLC|SALT LAKE COUNTY ADULT DETENTION CENTER - UT|989
SLC|SALT LAKE COUNTY JAIL - UT|7
SLC|SALT LAKE JUVENILE CENTER|22
SLC|SAN JUAN COUNTY JAIL - UT|3
SLC|SANPETE COUNTY JAIL - UT|12
SLC|SEVIER COUNTY JAIL - UT|31
SLC|SGU GENERAL AREA, NON-SPECIFIC|56
SLC|SIDNEY STATE PAROLE AND PROBATION|1
SLC|SLATE CANYON YOUTH CENTER - UT|2
SLC|SLC GENERAL AREA, NON-SPECIFIC|2456
SLC|SNS GENERAL AREA, NON-SPECIFIC|1
SLC|SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)|380
SLC|ST GEORGE UT FUG OPS|21
SLC|ST GEORGE UT PROBATION AND PAROLE|1
SLC|ST GEORGE UT TASKFORCE|9
SLC|ST. GEROGE HOLD ROOM|8
SLC|STC GENERAL AREA, NON-SPECIFIC|1
SLC|STREET ARREST|23
SLC|STREET ARRESTS|1
SLC|SUMMIT COUNTY JAIL - UT|53
SLC|TAFT COMMUNITY CORRECTIONAL FACILITY|1
SLC|TAFT FEDERAL CORRECTIONAL INSTITUTION|1
SLC|TEHACHAPI STATE PRISON|1
SLC|TEHAMA COUNTY JAIL|1
SLC|TETON COUNTY JAIL ID|6
SLC|TETON COUNTY MISDEMEANOR PROBATION OFFICE ID|3
SLC|TOOELE COUNTY JAIL - UT|93
SLC|TOOLE COUNTY JAIL MT|1
SLC|TUCSON BORDER PATROL AZ STATE|1
SLC|TWIN FALLS COUNTY JAIL ID|134
SLC|TWIN FALLS COUNTY MISDEMEANOR PROBATION OFFICE ID|11
SLC|TWIN FALLS FELONY PROBATION OFFICE ID|8
SLC|UINTAH COUNTY JAIL - UT|15
SLC|UNITED STATE OFFICE OF PAROLE AND PROBATION|3
SLC|UNITED STATES MARSHALL SERVICE SALT LAKE|3
SLC|USMS - GREAT FALLS|3
SLC|USMS - MISSOULA|2
SLC|USMS MONTANA|1
SLC|UTAH COUNTY JAIL - UT|614
SLC|UTAH STATE PRISON|84
SLC|VALLEY COUNTY JAIL ID|5
SLC|VCAS-PROBATION AND PAROLE|1
SLC|WALK-IN SALT LAKE CITY OFFICE|8
SLC|WASATCH COUNTY JAIL - UT|71
SLC|WASHINGTON COUNTY JAIL ID|14
SLC|WASHINGTON COUNTY JAIL, UT|313
SLC|WEBER COUNTY JAIL - UT|504
SLC|WEST YELLOWSTONE AREA|1
SLC|XLV GENERAL AREA, NON-SPECIFIC|2
SLC|XSC GENERAL AREA, NON-SPECIFIC|1
SLC|YELLOWSTONE COUNTY JAIL MT|24
SLC|NA|146
SNA|ABQ GENERAL AREA, NON-SPECIFIC|4
SNA|ADE GENERAL AREA, NON-SPECIFIC|1
SNA|ALAMO CITY JAIL TX - TX1080100|45
SNA|ALB GENERAL AREA, NON-SPECIFIC|1
SNA|ALTON CITY JAIL, TX|11
SNA|ALVIN POLICE DEPT, BRAZORIA COUNTY, TX|1
SNA|ATASCOSA COUNTY JAIL - TX0070000|23
SNA|AUS GENERAL AREA, NON-SPECIFIC|2844
SNA|AUSTIN COUNTY JAIL, SEALY, TX|1
SNA|AUSTIN POLICE DEPARTMENT - TX2270100|17
SNA|AUSTIN, TX|85
SNA|BALTIMORE CITY MD|1
SNA|BANDERA COUNTY JAIL - TX0100000|9
SNA|BARTLETT STATE JAIL, BARTLETT, TEXAS|2
SNA|BASTROP COUNTY JAIL, BASTROP, TEXAS|362
SNA|BASTROP FEDERAL CORRECTIONAL INST., BASTROP, TEXAS|32
SNA|BELL COUNTY JAIL, BELTON, TEXAS|265
SNA|BELTON, TEXAS|48
SNA|BEXAR COUNTY JAIL - TX0150000|1100
SNA|BILL LOGUE JUVENILE DETENTION CENTER, WACO, TEXAS|1
SNA|BKI GENERAL AREA, NON-SPECIFIC|1
SNA|BLANCO COUNTY JAIL - TX0160000|7
SNA|BOP FEDERAL DETENTION CENTER, HOUSTON, TX|14
SNA|BOP GILES W DALBY|10
SNA|BOSQUE COUNTY JAIL, MERIDIAN, TEXAS|13
SNA|BRAZORIA CO JAIL, ANGLETON, TX|2
SNA|BRO GENERAL AREA, NON-SPECIFIC|15
SNA|BROOKFIELD, CT POLICE DEPARTMENT|1
SNA|BROOKS COUNTY JAIL, FALFURRIAS, TX|9
SNA|BROWNSVILLE CITY JAIL, TX|194
SNA|BSOGEN GENERAL AREA, NON-SPECIFIC|2
SNA|BURNET COUNTY JAIL, BURNET, TEXAS|181
SNA|CALDWELL COUNTY JAIL, LOCKHART, TEXAS|64
SNA|CAMERON COUNTY JAIL- OLMITO, TX|1471
SNA|CAMERON COUNTY SHERIFF OFFICE, OLMITO, TX|8
SNA|CAP - CAMERON COUNTY JAIL TX STATE|1
SNA|CAP - LOS FRESNOS CITY JAIL TX STATE|1
SNA|CAP - LOWER BUCKEYE JAIL|1
SNA|CAP - MADISON COUNTY JAIL, AL STATE|1
SNA|CAP - MARICOPA COUNTY SHERIFFS OFFICE|1
SNA|CAP - MARICOPA COUNTY SHERIFFS OFFICE JAIL|2
SNA|CAP - SHELBY CO CORRECTION CENTER (PENAL FARM) TN STATE|1
SNA|CDC GENERAL AREA, NON-SPECIFIC|1
SNA|CENTENNIAL, COLORADO|3
SNA|CENTRAL NEW MEXICO CORRECTIONAL STATE FACILITY|1
SNA|CHAMBERS COUNTY JAIL, ANAHUAC, TX|1
SNA|CHI GENERAL AREA, NON-SPECIFIC|5
SNA|CHI IDOC, JOLIET|1
SNA|CI MCRAE|1
SNA|COBB COUNTY JAIL - 287(G)|1
SNA|COLORADO DEPARTMENT OF CORRECTIONS|1
SNA|COMAL COUNTY JAIL - TX0460000|94
SNA|CORYELL COUNTY JAIL, GATESVILLE, TEXAS|12
SNA|COVINA POLICE DEPT, COVINA, CA|1
SNA|CRP GENERAL AREA, NON-SPECIFIC|5
SNA|DAL COUNTY JAIL|1
SNA|DALLAS COUNTY GENERAL AREA|4
SNA|DARLINGTON COUNTY, SC|2
SNA|DARRELL B. HESTER JUVENIL DETENTION CENTER|18
SNA|DEL RIO U.S. MARSHALS|2
SNA|DEL RIO U.S. PROBATIONS|1
SNA|DESERT VIEW CCF (STATE) ADELANTO, CA|1
SNA|DETENTION AND REMOVAL OPERATIONS, HARLINGEN FIELD OFFICE|2
SNA|DEWITT COUNTY JAIL, CUERO, TX|1
SNA|DHD GENERAL AREA, NON-SPECIFIC|328
SNA|DIMMIT COUNTY JAIL - TX0640000|1
SNA|DLR GENERAL AREA, NON-SPECIFIC|89
SNA|DO NOT USE|1
SNA|DONNA CITY JAIL, TX - TX1080200|25
SNA|DUVAL COUNTY JAIL|2
SNA|EAST HIDALGO DETENTION CENTER, LA VILLA, TX|53
SNA|EDCOUCH CITY JAIL, TX - TX1080300|1
SNA|EDEN DETENTION CENTER - EDEN, TX|3
SNA|EDINBURG CITY JAIL, TX - TX1080400|44
SNA|FALLS COUNTY JAIL, MARLIN, TEXAS|20
SNA|FCI BEAUMONT, JEFFERSON COUNTY, TX|1
SNA|FED JOE CORLEY CONROE, TX|1
SNA|FEDERAL CORRECTIONAL INSTITUTE POLLOCK (MEDIUM)|1
SNA|FREEPORT POLICE DEPT, BRAZORIA COUNTY, TX|1
SNA|FREESTONE COUNTY JAIL, FAIRFIELD, TEXAS|43
SNA|FRIO COUNTY|1
SNA|FRIO COUNTY JAIL - TX0820000|1
SNA|FRU - ALL AREAS INISDE BANDERA COUNTY|1
SNA|FRU - ALL AREAS INSIDE GUADALUPE COUNTY|2
SNA|FRU - ALL AREAS INSIDE KARNES COUNTY|2
SNA|FT BEND CO JAIL, RICHMOND, TX|1
SNA|FUGITIVE OPERATIONS|1
SNA|FUGITIVE OPERATIONS CA STATE|1
SNA|GALVESTON CO JAIL, GALVESTON, TX|1
SNA|GEO DOWNTOWN SNA FACILITY|365
SNA|GILLESPIE COUNTY JAIL - TX0860000|35
SNA|GONZALEZ COUNTY JAIL - TX0890000|49
SNA|GPC CI (GREAT PLAINS CORRECTIONAL CENTER)|1
SNA|GUADALUPE COUNTY JAIL - TX0940000|66
SNA|GUL GENERAL AREA, NON-SPECIFIC|1
SNA|HAI GENERAL AREA, NON-SPECIFIC|2
SNA|HAR GENERAL AREA, NON-SPECIFIC|3
SNA|HARLINGEN CITY JAIL, TX|39
SNA|HAYS COUNTY JAIL, SAN MARCOS, TEXAS|285
SNA|HENNEPIN COUNTY ADULT DETENTION CENTER, MN|1
SNA|HHW GENERAL AREA, NON-SPECIFIC|1
SNA|HIDALGO CITY JAIL, TX|2
SNA|HIDALGO COUNTY JAIL - EDINBURG, TX|1
SNA|HIDALGO COUNTY JAIL, EDINBURG, TXN - TX1080000|3630
SNA|HIDALGO COUNTY PROBATION, EDINBURG, TX|2
SNA|HIDALGO COUNTY SHERIFF OFFICE, EDINBURG, TX|1
SNA|HILL COUNTY JAIL, HILLSBORO, TEXAS|76
SNA|HLG DISTRICT OFFICE|14
SNA|HLG GENERAL AREA, NON-SPECIFIC|5066
SNA|HOUSTON ERO CONTRACT DET FACILITY|13
SNA|HOUSTON, NORTHEAST SIDE|1
SNA|HPC GENERAL AREA, NON-SPECIFIC|12
SNA|HUDSON COUNTY JAIL|1
SNA|JACKSON, GA|1
SNA|JCART- BROWNSVILLE FEDERAL PROBATION TX FEDERAL|1
SNA|JCART- CAMERON COUNTY PROBATION OFFICE TX STATE|1
SNA|JCART- HIDALGO COUNTY STATE PAROLE OFFICE TX STATE|2
SNA|JCART- STARR COUNTY PROBATION RIO GRANDE CITY TX STATE|2
SNA|JCART- STREET ARREST TX STATE|1
SNA|JEFFERSON CO JAIL, BEAUMONT TX|2
SNA|JEFFERSON CO-LA SALLE CORRECTIONAL FACILITY|2
SNA|JOHNSON COUNTY KANSAS AREA NON-CUSTODIAL ARREST|1
SNA|JOHNSON COUNTY SHERIFFS OFFICE KANSAS|1
SNA|KAN GENERAL AREA, NON-SPECIFIC|2
SNA|KARNES COUNTY JAIL - TX1280000|782
SNA|KATY POLICE DEPT, HARRIS COUNTY, TX|1
SNA|KCD GENERAL AREA, NON-SPECIFIC|606
SNA|KENDALL COUNTY JAIL - TX1300000|51
SNA|KERN COUNTY|1
SNA|KERR COUNTY JAIL - TX1330000|47
SNA|KILLEEN, TX|38
SNA|KIMBLE COUNTY JAIL - TX1340000|1
SNA|KINNEY COUNTY DETENTION CENTER|1
SNA|LA FERIA CITY JAIL, TX|4
SNA|LA JOYA CITY JAIL, TX|1
SNA|LA SALLE COUNTY JAIL - TX1420000|1
SNA|LAF GENERAL AREA, NON-SPECIFIC|1
SNA|LAMPASAS COUNTY JAIL, LAMPASAS, TEXAS|22
SNA|LAREDO FEDERAL PROBATION AND PAROLE|1
SNA|LAREDO STREET ARREST|10
SNA|LAWRENCEVILLE, GA|1
SNA|LIMESTONE (CIVIGENICS/CONTRACT) GROESBECK, TEXAS|4
SNA|LIMESTONE COUNTY JAIL, GROESBECK, TEXAS|38
SNA|LLANO COUNTY JAIL, LLANO, TEXAS|30
SNA|LONG BEACH POLICE DEPARTMENT, LONG BEACH, CA|1
SNA|LOS ANGELES COUNTY GENERAL AREA, NON-SPECIFIC|4
SNA|LOS FRESNOS CITY JAIL, TX|6
SNA|LRA GENERAL AREA, NON-SPECIFIC|12
SNA|LRD GENERAL AREA, NON-SPECIFIC|1125
SNA|MASON COUNTY JAIL - TX1600000|4
SNA|MAVERICK COUNTY JAIL|9
SNA|MCALLEN CITY JAIL, TX - TX1080800|48
SNA|MCCULLOCH COUNTY JAIL, BRADY, TEXAS|7
SNA|MCLENNAN COUNTY JAIL, WACO, TEXAS|434
SNA|MCRAE FCI, MCRAE, GEORGIA|1
SNA|MEDINA COUNTY JAIL - TX - TX1630000|16
SNA|MEDINA COUNTY JAIL - TX1630000|1
SNA|MERCEDES CITY JAIL, TX - TX1080900|4
SNA|MID GENERAL AREA, NON-SPECIFIC|1
SNA|MISSION CITY JAIL, TX - TX1081000|56
SNA|MONTEREY COUNTY JAIL|1
SNA|MONTGOMERY COUNTY JAIL, CONROE, TX|2
SNA|MONTGOMERY COUNTY JAIL,CONROE, TX|2
SNA|MTG GENERAL AREA, NON-SPECIFIC|8
SNA|N DIST TX LUBBOCK DIV GILES DALBY (POST, TX) BOP|5
SNA|"NAPA COUNTY JAIL - CA"|1
SNA|NEW GENERAL AREA, NON-SPECIFIC|2
SNA|NOL GENERAL AREA, NON-SPECIFIC|2
SNA|NORTHWESTERN REGIONAL ADC - VA|1
SNA|OAK GENERAL AREA, NON-SPECIFIC|1
SNA|OKLAHOMA CITY ICE ERO SUB-OFFICE|2
SNA|OREGON STATE PENTENTIARY (OSP)|1
SNA|PALMVIEW CITY JAIL, TX|25
SNA|PCS GENERAL AREA, NON-SPECIFIC|1
SNA|PHARR CITY JAIL, TX - TX1081100|37
SNA|PIC GENERAL AREA, NON-SPECIFIC|828
SNA|PORT ISABEL CITY JAIL, TX|31
SNA|RAYMONDVILLE CITY JAIL, TX|3
SNA|REEVES COUNTY DETENTION CENTER 1 AND 2 98 W. COUNTY RD 210 PECOS, TEXAS 79772|2
SNA|REN GENERAL AREA, NON-SPECIFIC|1
SNA|RIO GRANDE CITY JAIL, TX|11
SNA|RIO GRANDE DETENTION FACILITY|1
SNA|ROUND ROCK POLICE DEPARTMENT|1
SNA|S.C.I SOUTHERN STATE, NEW JERSEY|1
SNA|S.C.I SOUTHWOODS, NEW JERSEY|1
SNA|SAA GENERAL AREA, NON-SPECIFIC|3
SNA|SAC GENERAL AREA, NON-SPECIFIC|3
SNA|SAN ANTONIO BEXAR COUNTY PROBATION|44
SNA|SAN ANTONIO FUG OPS ALAMO CAP REFERRAL|1
SNA|SAN ANTONIO FUG OPS ALAMO COMMAND CENTER|1
SNA|SAN ANTONIO FUG OPS ALAMO PROBATION AND PAROLE|10
SNA|SAN ANTONIO FUG OPS RIVERCITY CAP REFERRAL|9
SNA|SAN ANTONIO FUG OPS RIVERCITY CIS REFERRAL LOCATE|1
SNA|SAN ANTONIO FUG OPS RIVERCITY COMMAND CENTER|1
SNA|SAN ANTONIO FUG OPS RIVERCITY PROBATION AND PAROLE|59
SNA|SAN ANTONIO FUGITIVE OPERATIONS ALAMO|92
SNA|SAN ANTONIO FUGITIVE OPERATIONS RIVERCITY|147
SNA|SAN ANTONIO REFERRAL FROM COMMAND CENTER OR CAP FOR LPR OR RELEASED IN ERROR LEA|1
SNA|SAN BENITO CITY JAIL, TX|36
SNA|SAN JUAN CITY JAIL, TX|9
SNA|SAN SABA COUNTY JAIL, SAN SABA, TEXAS|22
SNA|SARPY COUNTY JAIL, NE|1
SNA|SBD GENERAL AREA, NON-SPECIFIC|2
SNA|SBI/JCART SAN JUAN CITY JAIL, TX|7
SNA|SBI/JCART STARR COUNTY JAIL, RIO GRANDE CITY, TX|29
SNA|SBI/JCART WILLACY COUNTY JAIL, RAYMONDVILLE, TX|1
SNA|SBI/JCART WILLACY COUNTY REGIONAL CORRECTIONAL CENTER, TX|2
SNA|SBI/VCAS WILLACY COUNTY REGIONAL CORRECTIONAL CENTER, TX|1
SNA|SEQUATCHIE COUNTY JAIL, TN|1
SNA|SNA ANTONIO MAGISTRATE COURT HOLDING FACILITY|89
SNA|SNA GENERAL AREA, NON-SPECIFIC|6581
SNA|SNS GENERAL AREA, NON-SPECIFIC|1
SNA|SOMERVELL COUNTY JAIL, SOMERVELL, TEXAS|15
SNA|SOUTH PADRE ISLAND CITY JAIL, TX|20
SNA|SPG GENERAL AREA, NON-SPECIFIC|1
SNA|ST CHARLES COUNTY SHERIFF'S DEPARTMENT, MISSOURI|1
SNA|STARR COUNTY JAIL- RIO GRANDE CITY, TX - TX2140000|228
SNA|STATE COMMUNITY SERVICE JOURDANTON, TEXAS|3
SNA|STATE COMMUNITY SERVICE KERRVILLE, TEXAS|1
SNA|STC GENERAL AREA, NON-SPECIFIC|21
SNA|TAFT FEDERAL CORRECTIONAL INSTITUTION|1
SNA|TEMPLE, TEXAS|23
SNA|TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO|13
SNA|THREE RIVERS FEDERAL CORRECTIONAL FACILITY|407
SNA|TRAVIS CO|133
SNA|TRAVIS COUNTY DARDNER HOUSE, AUSTIN, TEXAS|1
SNA|TRAVIS COUNTY GARDNER HOUSE, AUSTIN, TEXAS|1
SNA|TRAVIS COUNTY JAIL (DEL VALLE UNIT) DEL VALLE, TEXAS|1
SNA|TRAVIS COUNTY JAIL, AUSTIN, TEXAS|1
SNA|TRAVIS COUNTY JAIL, AUSTIN, TEXAS - TX2270000|1603
SNA|TRAVIS COUNTY JAIL(DEL VALLE UNIT) DEL VALLE, TEXAS|285
SNA|TRAVIS COUNTY PROBATION|2
SNA|TRAVIS STATE JAIL, AUSTIN, TEXAS|3
SNA|TRC GENERAL AREA, NON-SPECIFIC|334
SNA|U.S. MARSHAL SERVICE, AUSTIN, TEXAS|124
SNA|UNITED STATES MARSHAL SERVICE|276
SNA|US 281 TO FM 493 EXP 83 NORTH TO FM 490|1
SNA|US HWY 281 EAST TO BROOKS CO LINE TO EAST DRAG|1
SNA|US HWY 281 EAST TO BROOKS COUNTY LINE, NORTH OF EAST DRAG TO JIM WELLS/BROOKS CO|2
SNA|US MARSHAL SERVICE - BROWNSVILLE, TX|11
SNA|US MARSHAL SERVICE - MCALLEN, TX|4
SNA|USBOP CI-MOSHANNON VALLEY|1
SNA|USCIS REFERALS|2
SNA|UVALDE COUNTY JAIL|3
SNA|VAL VERDE COUNTY JAIL|99
SNA|VEN GENERAL AREA, NON-SPECIFIC|1
SNA|VICTORVILLE II-MEDIUM FCI VICTORVILLE, CA|1
SNA|WACO, TEXAS|480
SNA|WACO, TX|3
SNA|WALKINS AT SAN ANTONIO|50
SNA|WCD GENERAL AREA|3
SNA|WCT GENERAL AREA, NON-SPECIFIC|476
SNA|WEBB COUNTY JAIL|341
SNA|WEBSTER POLCE DEPT, HARRIS CO, TX|1
SNA|WESLACO CITY JAIL, TX|13
SNA|WEST VALLEY DETENTION CENTER (SBSD) RANCHO CUCAMONGA, CA|2
SNA|WILLACY COUNTY CORRECTION CENTER, (BOP) RAYMONDVILLE, TX|5
SNA|WILLACY COUNTY JAIL - RAYMONDVILLE, TX - TX2450000|50
SNA|WILLACY COUNTY REGIONAL CORRECTIONAL CENTER, TX|90
SNA|WILLACY TDC JAIL, TX|1
SNA|WILLIAMSON CO.|102
SNA|WILLIAMSON COUNTY JAIL, GEORGETOWN, TEXAS|470
SNA|WILSON COUNTY JAIL - TX2470000|43
SNA|WSO GENERAL AREA, NON-SPECIFIC|21
SNA|XKW GENERAL AREA, NON-SPECIFIC|1
SNA|ZAVALA COUNTY JAIL|2
SNA|NA|4059
SND|ADELANTO, CA ICE FACILITY|1
SND|ALTERNATIVES TO DETENTION|81
SND|AND GENERAL AREA, NON-SPECIFIC|1
SND|BKI GENERAL AREA, NON-SPECIFIC|1
SND|CALEXICO BORDER PATROL|14
SND|CALEXICO WEST PORT OF ENTRY|4
SND|CALIFORNIA INSTITUTION FOR MEN CHINO, CA|1
SND|CALIFORNIA REHABILITATION CENTER NORCO, CA|1
SND|CALIPATRIA STATE PRISON|426
SND|CAP - PHOENIX POLICE DEPARTMENT|1
SND|CARLSBAD, CA|3
SND|CAX GENERAL AREA, NON-SPECIFIC|26
SND|CCA US MARSHALL SAN DIEGO|239
SND|CENTINELA STATE PRISON|14
SND|CHI GENERAL AREA, NON-SPECIFIC|1
SND|CHULA VISTA CITY JAIL|32
SND|CHULA VISTA POLICE DEPARTMENT|11
SND|CHULA VISTA SUPERIOR COURT, CHULA VISTA, CA|1
SND|CHULA VISTA, CA|11
SND|CITIZENSHIP AND IMMIGRATION SERVICE|1
SND|CITY OF CASPER|1
SND|CNT GENERAL AREA, NON-SPECIFIC|1
SND|CPT GENERAL AREA, NON-SPECIFIC|142
SND|CSP FOLSOM|1
SND|DEFERRED INSPECTIONS OFFICE|1
SND|DEL MAR, CA|1
SND|DO NOT USE|334
SND|DOCUMNET FRAUD TF, SAN DIEGO, CA|1
SND|DONOVAN STATE PRISON|82
SND|DVN GENERAL AREA, NON-SPECIFIC|6
SND|EAST MESA DETENTION FACILITY|339
SND|EAST MESA JUVENILE DETENTION FACILITY|1
SND|ECC GENERAL AREA, NON-SPECIFIC|24
SND|EL CAJON, CA|5
SND|EL CENTRO BORDER PATROL|21
SND|EL CENTRO GENERAL AREA, NON SPECIFIC|5
SND|EL CENTRO SECTOR BORDER PATROL|3
SND|EL CENTRO SERVICE PROCESSING CENTER REPROCESSED CASES|3
SND|ENCINITAS, CA|7
SND|ESCONDIDO POLICE DEPARTMENT|10
SND|ESCONDIDO, CA|67
SND|FACILITY 8|84
SND|FALLBROOK, CA|9
SND|FEDCAP-CCA U.S. MARSHALLS|470
SND|FEDCAP-CHECK CURRENT I-213|30
SND|FEDCAP-GEO U.S. MARSHALLS|1385
SND|FEDCAP-MCC|801
SND|FEDERAL PRISON LOMPOC MEDIUM|1
SND|FOS GENERAL AREA, NON-SPECIFIC|3
SND|FUGITIVE OPERATIONS|3
