"","apprehension_landmark","total"
"6462","TOWN AND COUNTRY POLICE DEPARTMENT, MISSOURI",6
"6463","TOWNS COUNTY, GA",7
"6464","TOWNSHIP OF HAMILTON POLICE DEPARTMENT",24
"6465","TPC BLVD, ORLANDO, FL, PROBATION AND PAROLE OFFICE 09B",17
"6466","TRANSYLVANIA COUNTY JAIL",5
"6467","TRANSYLVANIA COUNTY, NC",1
"6468","TRAVERSE COUNTY JAIL, MN",5
"6469","TRAVIS CO",133
"6470","TRAVIS COUNTY DARDNER HOUSE, AUSTIN, TEXAS",1
"6471","TRAVIS COUNTY GARDNER HOUSE, AUSTIN, TEXAS",1
"6472","TRAVIS COUNTY JAIL (DEL VALLE UNIT) DEL VALLE, TEXAS",1
"6473","TRAVIS COUNTY JAIL, AUSTIN, TEXAS",1
"6474","TRAVIS COUNTY JAIL, AUSTIN, TEXAS - TX2270000",1603
"6475","TRAVIS COUNTY JAIL(DEL VALLE UNIT) DEL VALLE, TEXAS",285
"6476","TRAVIS COUNTY PROBATION",2
"6477","TRAVIS STATE JAIL, AUSTIN, TEXAS",3
"6478","TRC GENERAL AREA, NON-SPECIFIC",339
"6479","TREGO COUNTY SHERIFFS OFFICE, WAKEENY, KANSAS",2
"6480","TRENTON CITY POLICE DEPARTMENT",202
"6481","TRENTON, GA",7
"6482","TRENTON, MICHIGAN",1
"6483","TRI-COUNTY JAIL",14
"6484","TRINITY COUNTY JAIL",14
"6485","TRINITY COUNTY JAIL, GROVETON, TX",1
"6486","TRINITY COUNTY PROBATION, GROVETON, TX",1
"6487","TRION MUNICIPAL COURT PROBATION",2
"6488","TRIPP COUNTY JAIL, WINNER, SD",1
"6489","TROUP COUNTY, GA",39
"6490","TROUSDALE COUNTY JAIL, TN",6
"6491","TROY POLICE DEPARTMENT",14
"6492","TROY, MI",46
"6493","TROY, NC",7
"6494","TRUCKEE POLICE DEPARTMENT",1
"6495","TRUMABLL, CT",1
"6496","TRUMBULL COUNTY JAIL",10
"6497","TRUMBULL, CT POLICE DEPARTMENT",1
"6498","TUCGEN",91
"6499","TUCKER OFFICE (FEDERAL PROBATION & PAROLE)",4
"6500","TUCKER, GA",31
"6501","TUCSON BORDER PATROL AZ STATE",3
"6502","TULARE COUNTY",59
"6503","TULARE COUNTY JAIL",205
"6504","TULARE POLICE DEPARTMENT",3
"6505","TULSA COUNTY JAIL",3
"6506","TULSA COUNTY JAIL - DAVID L. MOSS CRIMINAL JUSTICE CENTER",1
"6507","TULSA COUNTY JAIL-DAVID L. MOSS CRIMINAL JUSTICE CENTER",1221
"6508","TUOLUMNE COUNTY JAIL",2
"6509","TURBEVILLE CORRECTIONAL INSTITUTION",1
"6510","TURNER COUNTY, GA",6
"6511","TUSCARAWAS COUNTY JAIL",58
"6512","TUSCOLA COUNTY JAIL, CARO, MI",4
"6513","TWIGGS COUNTY, GA",1
"6514","TWIN FALLS COUNTY JAIL ID",135
"6515","TWIN FALLS COUNTY MISDEMEANOR PROBATION OFFICE ID",11
"6516","TWIN FALLS FELONY PROBATION OFFICE ID",8
"6517","TXA GENERAL AREA, NON-SPECIFIC",33
"6518","TYGART VALLEY REGIONAL JAIL",9
"6519","TYLER COUNTY JAIL, WOODVILLE, TX",3
"6520","TYLER COUNTY PROBATION, WOODVILLE, TX",2
"6521","TYLER POLICE DEPARTMENT",9
"6522","TYRRELL COUNTY FUGITIVE OPERATIONS",1
"6523","U.S MARSHALS SERVICE",1
"6524","U.S. ARMY FT. LEONARD WOOD",13
"6525","U.S. MARSHAL SERVICE, AUSTIN, TEXAS",124
"6526","U.S. Marshalls Service",4
"6527","U.S. Marshals",6
"6528","U.S. Marshals Service",10
"6529","U.S. MARSHALS SERVICE",5
"6530","U.S. MARSHALS SERVICE CHEYENNE, WY",1
"6531","U.S. MARSHALS SERVICE DENVER, CO",4
"6532","U.S. MARSHALS SERVICE NEW MEXICO",21
"6533","U.S. PROBATION - SYRACUSE",1
"6534","U.S. PROBATION OFFICE",1
"6535","U.S. PROBATION OFFICE SAN JUAN",1
"6536","UINTA COUNTY",1
"6537","UINTA COUNTY JAIL, EVANSTON, WY",24
"6538","UINTAH COUNTY JAIL - UT",15
"6539","UMATILLA CO. JAIL",32
"6540","UMATILLA COUNTY JAIL",44
"6541","UNADILLA, GA",1
"6542","UNICOI COUNTY JAIL, TN",11
"6543","UNION CITY PD",96
"6544","UNION CITY, GA",7
"6545","UNION CO JAIL, ELK POINT, SD",4
"6546","UNION COUNTY",1
"6547","UNION COUNTY DETENTION CENTER, CLAYTON, NM",3
"6548","UNION COUNTY JAIL",445
"6549","UNION COUNTY JAIL, KY",1
"6550","UNION COUNTY JAIL, TN",3
"6551","UNION COUNTY PD",22
"6552","UNION COUNTY PRISON",2
"6553","UNION COUNTY PROSECUTOR REFERRAL",1
"6554","UNION COUNTY, GA",3
"6555","UNION COUNTY, MS",1
"6556","UNION COUNTY, NC",46
"6557","UNION PD",17
"6558","UNITED STATE OFFICE OF PAROLE AND PROBATION",3
"6559","UNITED STATES MARSHAL SERVICE",276
"6560","UNITED STATES MARSHAL SERVICE CAMDEN",2
"6561","UNITED STATES MARSHAL SERVICE TRENTON",11
"6562","UNITED STATES MARSHALL SERVICE",107
"6563","UNITED STATES MARSHALL SERVICE SALT LAKE",3
"6564","UNITED STATES MARSHALS SERVICE",26
"6565","UNITED STATES MARSHALS SERVICE (MULTNOMAH COUNTY)",143
"6566","UNITED STATES PENITENTIARY - POLLOCK",9
"6567","UNITED STATES PRETRAIL SERVICES OFFICE, BROWNSVILLE, TX",1
"6568","UNITED STATES PRETRAIL SERVICES OFFICE, HOUSTON, TX",2
"6569","UNITED STATES PRISON (BOP), INDIANA",45
"6570","UNITED STATES PROBATION & PAROLE",9
"6571","UNITED STATES PROBATION OFFICE, VICTORIA, TX",2
"6572","UNITED STATES PTOBATION",13
"6573","UNIVERSITY PARK POLICE DEPARTMENT",3
"6574","UPSHUR COUNTY CRIM AT LARGE",6
"6575","UPSHUR COUNTY NON CRIM",7
"6576","UPSHUR COUNTY PROBATION",8
"6577","UPSHUR COUNTY SHERIFFS OFFICE",8
"6578","UPSON COUNTY, GA",3
"6579","UPTON COUNTY JAIL",4
"6580","US 281 TO FM 493 EXP 83 NORTH TO FM 490",1
"6581","US CITIZENSHIP & IMMIGRATION SERVICES, MOUNT LAUREL",4
"6582","US DISTRICT COURT",98
"6583","US DISTRICT COURT EASTERN DISTRICT, MISSOURI (USMS, PROB)",14
"6584","US DISTRICT COURT SOUTHERN ILLINOIS (USMS, PROB)",14
"6585","US HWY 281 EAST TO BROOKS CO LINE TO EAST DRAG",1
"6586","US HWY 281 EAST TO BROOKS COUNTY LINE, NORTH OF EAST DRAG TO JIM WELLS/BROOKS CO",2
"6587","US MARSHAL SERVICE - BROWNSVILLE, TX",11
"6588","US MARSHAL SERVICE - MCALLEN, TX",4
"6589","US MARSHAL SERVICE, N DIST OF TEXAS",25
"6590","US MARSHAL SERVICE, PIERRE, SD",5
"6591","US MARSHAL SERVICE, RAPID CITY, SD",25
"6592","US MARSHAL SERVICE, SIOUX FALLS, SD",71
"6593","US MARSHALL'S EASTERN DISTRICT OK",1
"6594","US MARSHALLS",9
"6595","US MARSHALS - COLUMBIA, SC",21
"6596","US MARSHALS SERVICE, ND",129
"6597","US Marshals TF",1
"6598","US MARSHALS, DETROIT, MICHIGAN",5
"6599","US MARSHALS, GRAND RAPIDS, MICHIGAN",3
"6600","US MARSHALS, MN",14
"6601","US MEDICAL CENTER FOR FEDERAL PRISONERS, MISSOURI",38
"6602","US PROBATION FORT LAUDERDALE, FL",2
"6603","US PROBATION KENDALL, FL",2
"6604","US PROBATION KEY WEST, FL",4
"6605","US PROBATION MIAMI COURTHOUSE",5
"6606","US PROBATION MIAMI LAKES, FL",2
"6607","US PROBATION OFFICE - PENSACOLA, FL",1
"6608","US-MARSHALL MIDDLE DISTRICT MONTGOMERY AL STATE",8
"6609","USBOP CI-MOSHANNON VALLEY",3538
"6610","USBOP FCI-ALLENWOOD",218
"6611","USBOP FCI-BECKLEY",60
"6612","USBOP FCI-GILMER",163
"6613","USBOP FCI-LORETTO",55
"6614","USBOP FCI-MCKEAN",210
"6615","USBOP FCI-SCHUYLKILL",86
"6616","USBOP FDC-PHILADELPHIA",83
"6617","USBOP LSCI-ALLENWOOD",132
"6618","USBOP USP-ALLENWOOD",26
"6619","USBOP USP-CANAAN",79
"6620","USBOP USP-HAZELTON",417
"6621","USBOP USP-LEWISBURG",28
"6622","USBP INDIO STATION, CA",3
"6623","USCIS - CHARLESTON",1
"6624","USCIS ARREST",11
"6625","USCIS BOSTON, MA",4
"6626","USCIS LAWRENCE, MA",2
"6627","USCIS REFERALS",2
"6628","USICE MARLTON HOLDING CELL",28
"6629","USM OFFICE - ANY",1
"6630","USMS - DISTRICT OF WEST VIRGINIA",19
"6631","USMS - EASTERN DISTRICT OF PENNSYLVANIA",16
"6632","USMS - GREAT FALLS",3
"6633","USMS - MISSOULA",2
"6634","USMS CAMDEN",1
"6635","USMS CINCINNATI, OH",1
"6636","USMS DAYTON, OH",3
"6637","USMS EASTERN DISTRICT OF KY",105
"6638","USMS Montana",1
"6639","USMS NEWARK",53
"6640","USMS Northern District of Indiana",2
"6641","USMS NW Dist FL Pensacola",7
"6642","USMS Southern Dist AL Mobile, AL",1
"6643","USMS Southern District of Indiana",5
"6644","USMS TRENTON",2
"6645","USMS WESTERN DISTRICT OF KY",71
"6646","USP ATLANTA, ATLANTA, GA",168
"6647","USP BIG SANDY, KY",9
"6648","UTAH COUNTY JAIL - UT",617
"6649","UTAH STATE PRISON",84
"6650","UTICA CITY POLICE DEPARTMENT",8
"6651","UTICA FUGOPS",2
"6652","UTICA, MICHIGAN",7
"6653","UVALDE COUNTY JAIL",3
"6654","UXBRIDGE DISTRICT COURT",2
"6655","VA BEACH CITY JAIL",214
"6656","VADO, NEW MEXICO",1
"6657","VAL VERDE COUNTY JAIL",99
"6658","VALDEZ JAIL",1
"6659","VALDOSTA PROBATION OFFICE",2
"6660","VALDOSTA, GA",10
"6661","VALENCIA COUNTY DETENTION CENTER, LOS LUNAS, NM",6
"6662","Valley Center, CA",1
"6663","VALLEY COUNTY JAIL ID",5
"6664","VALLEY PARK POLICE DEPARTMENT, MISSOURI",1
"6665","VALLEY STATE PRISON FOR WOMEN",45
"6666","VAN BUREN COUNTY DISTRICT COURT PROBATION",2
"6667","VAN BUREN COUNTY JAIL",9
"6668","VAN BUREN COUNTY JAIL, PAW PAW, MI",64
"6669","VAN BUREN COUNTY JAIL, TN",3
"6670","VAN BUREN TWP POLICE DEPARTMENT",20
"6671","VAN WERT COUNTY JAIL",1
"6672","VAN ZANDT COUNTY GENERAL AREA",2
"6673","VAN ZANDT COUNTY JAIL",11
"6674","VAN ZANDT COUNTY NON CRIM",1
"6675","VAN ZANDT COUNTY PROBATION",14
"6676","VAN ZANDT COUNTY SHERIFFS OFFICE",33
"6677","VAN ZANDT CRIM AT LARGE",2
"6678","VANCE CO PROBATION HENDERSON",1
"6679","VANCE COUNTY FUGITIVE OPERATIONS",13
"6680","VANCE COUNTY JAIL",14
"6681","VANDERBURGH COUNTY SHERIFF'S OFFICE, EVANSVILLE, IN",55
"6682","VCAS - CAP REFERRAL",58
"6683","VCAS - QUEENS CENTRAL BOOKING, NY STATE",5
"6684","VCAS COCHISE COUNTY JAIL AZ STATE",1
"6685","VCAS IMPERIAL STREET TEAM",2
"6686","VCAS PIMA COUNTY JAIL AZ STATE",2
"6687","VCAS STREET ARREST",61
"6688","VCAS STREET ARREST ALBUQUERQUE VCAS",25
"6689","VCAS STREET ARREST CA STATE",2
"6690","VCAS TUCSON SUB OFFICE CALL IN AZ STATE",1
"6691","VCAS US MARSHALS",1
"6692","VCAS-FACILITY ARREST NY",30
"6693","VCAS-OTHER STREET ARREST",2
"6694","VCAS-PROBATION AND PAROLE",6
"6695","VCAS-STREET ARREST",2
"6696","VCAS-STREET ARREST NY STATE",1
"6697","VCAS2 - STREET ARREST",1
"6698","VEGA ALTA REGIONAL JAIL",2
"6699","VEN GENERAL AREA, NON-SPECIFIC",919
"6700","VENANGO COUNTY PRISON",5
"6701","VENTURA COUNTY JAIL, VENTURA CA",1004
"6702","VENTURA COUNTY PROBATION OFFICE",1
"6703","VENTURA FUGITIVE OPERATIONS",949
"6704","VENTURA FUGITIVE OPERATIONS, CA",1
"6705","VENTURA YOUTH CORRECTIONAL FACILITY,CAMARILLO CA",2
"6706","VERNON COUNTY SHERIFFS OFFICE, MISSOURI",9
"6707","VERNON PARISH JAIL",1
"6708","VERNON, CT",6
"6709","VERONA PD",1
"6710","VICTORIA COUNTY PROBATION, VICTORIA, TX",15
"6711","VICTORIA POLICE DEPT, VICTORIA COUNTY, TX",64
"6712","VICTORIA, TEXAS",7
"6713","VICTORVILLE II-MEDIUM FCI VICTORVILLE, CA",1423
"6714","VICTORVILLE JAIL (SBSD) VICTORVILLE, CA",2
"6715","VICTORVILLE US PRISON VICTORVILLE, CA",127
"6716","VIENNA, GA",1
"6717","VIGO COUNTY SHERIFF'S OFFICE, TERRE HAUTE, INDIANA",9
"6718","VILLA RICA, GA",2
"6719","VINELAND POLICE DEPARTMENT",25
"6720","VIOLENT CRIMINAL ALIEN SECTION",1
"6721","VIOLENT CRIMINAL ALIEN SECTION (CAP)",8
"6722","VIOLENT CRIMINAL ALIEN SECTION (LEAR)",2
"6723","VIOLENT CRIMINAL ALIEN SECTION (SECURE COMMUNITY)",3
"6724","VIOLENT CRIMINAL ALIEN SECTION ARREST",13
"6725","VIRGINIA BEACH CITY JAIL - VA",1
"6726","VIRGINIA BEACH CITY POLICE VA",8
"6727","VIRGINIA BEACH, VIRGINIA",20
"6728","VIRGINIA PENINSULA REGIONAL JAIL - VA",1
"6729","VIRGINIA PENINSULA REGIONAL JAIL VA",71
"6730","VIRGINIA PENINSULA REGIONAL JAIL-VA",1
"6731","VISTA DETENTION FACILITY",968
"6732","Vista Superior Court, Vista, CA",1
"6733","Vista, CA",51
"6734","VVS GENERAL AREA, NON-SPECIFIC",267
"6735","W DIST OK OKLAHOMA CITY DIV BECKHAM CO PROBATION",1
"6736","W DIST OK OKLAHOMA CITY DIV CADDO CO CRIM AT LARGE",15
"6737","W DIST OK OKLAHOMA CITY DIV CADDO CO PROBATION",1
"6738","W DIST OK OKLAHOMA CITY DIV CANADIAN CO CRIM AT LARGE",3
"6739","W DIST OK OKLAHOMA CITY DIV CLEVELAND CO CRIM AT LARGE",4
"6740","W DIST OK OKLAHOMA CITY DIV CLEVELAND CO P&P AT LARGE",1
"6741","W DIST OK OKLAHOMA CITY DIV COMANCHE CO CRIM AT LARGE",1
"6742","W DIST OK OKLAHOMA CITY DIV CRIM AT LARGE",2
"6743","W DIST OK OKLAHOMA CITY DIV CUSTER CO CRIM AT LARGE",1
"6744","W DIST OK OKLAHOMA CITY DIV CUSTER CO P&P AT LARGE",1
"6745","W DIST OK OKLAHOMA CITY DIV GARFIELD CO AT LARGE",1
"6746","W DIST OK OKLAHOMA CITY DIV GARFIELD CO CRIM AT LARGE",6
"6747","W DIST OK OKLAHOMA CITY DIV JACKSON CO CRIM AT LARGE",3
"6748","W DIST OK OKLAHOMA CITY DIV KINGFISHER CO CRIM AT LARGE",1
"6749","W DIST OK OKLAHOMA CITY DIV LINCOLN CO CRIM AT LARGE",1
"6750","W DIST OK OKLAHOMA CITY DIV OKLAHOMA CO CRIM AT LARGE",2
"6751","W DIST OK OKLAHOMA CITY DIV OKLAHOMA CO NON CRIM",1
"6752","W DIST OK OKLAHOMA CITY DIV OKLAHOMA CO P&P AT LARGE",5
"6753","W DIST OK OKLAHOMA CITY DIV PAYNE CO AT LARGE",2
"6754","W DIST OK OKLAHOMA CITY DIV PAYNE CO CRIM AT LARGE",2
"6755","W DIST OK OKLAHOMA CITY DIV POTTOWATOMIE CO CRIM A LRG",1
"6756","W DIST OK OKLAHOMA CITY DIV STEPHENS CO CRIMA AT LARGE",1
"6757","W DIST OK OKLAHOMA CITY DIV TEXAS CO CRIM AT LARGE",2
"6758","W DIST OK OKLAHOMA CITY DIV WOODS CO CRIM AT LARGE",1
"6759","W DIST OK OKLAHOMA DIV LOGAN CO CRIM AT LARGE",1
"6760","WABASH COUNTY SHERIFF'S OFFICE, INDIANA",3
"6761","WABASHA COUNTY JAIL, MN",13
"6762","WABAUNSEE COUNTY SHERIFFS OFFICE KANSAS",3
"6763","WACO, TEXAS",480
"6764","WACO, TX",3
"6765","WAGONER COUNTY JAIL",23
"6766","WAKE CO PROBATION 316 FAYETTEVILLE ST RALEIGH",1
"6767","WAKE COUNTY FUGITIVE OPERATIONS",236
"6768","WAKE COUNTY JAIL",1253
"6769","Wake County Jail 287(g)",163
"6770","WAKE COUNTY JAIL 287(G)",55
"6771","WAKE COUNTY SHERIFF",16
"6772","WALDWICK PD",2
"6773","WALK-IN SALT LAKE CITY OFFICE",8
"6774","WALKER CORRECTIONAL INSTITUTION, SUFFIELD, CT",5
"6775","WALKER COUNTY JAIL, HUNTSVILLE, TX",40
"6776","WALKER COUNTY PROBATION, HUNTSVILLE, TX",17
"6777","WALKER COUNTY, GA",7
"6778","WALKINS AT SAN ANTONIO",50
"6779","WALL TWP PD",3
"6780","WALLA WALLA CO. JAIL",40
"6781","WALLACE COUNTY SHERIFFS OFFICE, SHARON SPRINGS, KANSAS",1
"6782","WALLED LAKE, MICHIGAN",3
"6783","WALLENS RIDGE STATE PRISON-VA",2
"6784","WALLER CO SO, HEMPSTEAD, TX",22
"6785","WALLER COUNTY JAIL, HEMPSTEAD, TX",90
"6786","WALLER COUNTY PROBATION, HEMPSTEAD, TX",1
"6787","WALLER, TEXAS",12
"6788","WALLINGFORD, CT",1
"6789","WALLINGTON PD",5
"6790","WALSH COUNTY JAIL, ND",4
"6791","WALTHALL COUNTY, MS",1
"6792","WALTHAM DISTRICT COURT",43
"6793","WALTHAM POLICE DEPT",20
"6794","WALTON COUNTY DOC, FL",37
"6795","WALTON COUNTY, GA",13
"6796","WANAQUE BOROUGH PD",5
"6797","WAPATO CITY PD",31
"6798","WAPELLO COUNTY IOWA",26
"6799","WARD COUNTY JAIL, ND",17
"6800","WARD COUNTY LAW ENFORCEMENT CENTER",8
"6801","WARE COUNTY, GA",28
"6802","WAREHAM DISTRICT COURT",2
"6803","WARNER ROBINS, GA",34
"6804","WARREN COUNTY",3
"6805","WARREN COUNTY DETENTION CTR, KY",155
"6806","WARREN COUNTY FUGITIVE OPERATIONS",3
"6807","WARREN COUNTY IOWA",11
"6808","WARREN COUNTY JAIL",23
"6809","WARREN COUNTY JAIL - VA",7
"6810","WARREN COUNTY JAIL, TN",33
"6811","WARREN COUNTY SHERIFF'S DEPARTMENT, MISSOURI",3
"6812","WARREN COUNTY SHERIFFS OFFICE",1
"6813","WARREN COUNTY, MS",4
"6814","WARREN TWP PD",2
"6815","WARREN, MICHIGAN",23
"6816","WARRICK COUNTY SHERIFF'S OFFICE, INDIANA",4
"6817","WARSAW POLICE DEPARTMENT",2
"6818","WAS GENERAL AREA, NON-SPECIFIC",2530
"6819","WASATCH COUNTY JAIL - UT",71
"6820","WASCO STATE PRISON",229
"6821","WASECA COUNTY JAIL, MN",3
"6822","WASHAKIE COUNTY JAIL, WORLAND, WYOMING",1
"6823","WASHAKIE COUNTY WYOMING",2
"6824","WASHBURN COUNTY JAIL, WI",1
"6825","WASHINGTON  CO KS",1
"6826","Washington Correction Center for Women",17
"6827","WASHINGTON CORRECTIONS CENTER (Shelton)",146
"6828","Washington County",1
"6829","WASHINGTON COUNTY",3
"6830","Washington County 287(g)",122
"6831","WASHINGTON COUNTY CORRECTIONAL FACILITY",2
"6832","WASHINGTON COUNTY DETENTION CENTER",2
"6833","WASHINGTON COUNTY DISTRICT/CIRCUIT COURT",2
"6834","WASHINGTON COUNTY FUGITIVE OPERATIONS",1
"6835","Washington County Jail",7
"6836","WASHINGTON COUNTY JAIL",233
"6837","WASHINGTON COUNTY JAIL ID",14
"6838","WASHINGTON COUNTY JAIL-VA",1
"6839","WASHINGTON COUNTY JAIL, AL",1
"6840","WASHINGTON COUNTY JAIL, BRENHAM, TX",20
"6841","WASHINGTON COUNTY JAIL, IA",20
"6842","WASHINGTON COUNTY JAIL, MN",71
"6843","WASHINGTON COUNTY JAIL, NE",4
"6844","WASHINGTON COUNTY JAIL, TN",107
"6845","WASHINGTON COUNTY JAIL, UT",313
"6846","WASHINGTON COUNTY MD",26
"6847","Washington County Probation",2
"6848","WASHINGTON COUNTY PROBATION, BRENHAM, TX",2
"6849","WASHINGTON COUNTY SHERIFF, ILLINOIS",4
"6850","WASHINGTON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"6851","WASHINGTON COUNTY SHERIFF'S OFFICE, INDIANA",1
"6852","WASHINGTON COUNTY SHERIFFS OFFICE",3
"6853","WASHINGTON COUNTY SHERIFFS OFFICE KANSAS",2
"6854","WASHINGTON COUNTY, GA",2
"6855","WASHINGTON COUNTY, MS",5
"6856","WASHINGTON STATE PENITENTIARY",44
"6857","WASHINGTON STATE REFORMATORY",1
"6858","WASHINGTON TOWNSHIP POLICE DEPARTMENT",5
"6859","WASHINGTON TOWNSHIP POLICE DEPARTMENT MERCER COUNTY",4
"6860","WASHINGTON TWP PD",1
"6861","WASHINGTON, COUNTY JAIL, BRENHAM, TX",14
"6862","WASHITA COUNTY JAIL",1
"6863","WASHTENAW COUNTY JAIL, ANN ARBOR, MI",25
"6864","WATAUGA COUNTY JAIL",6
"6865","WATAUGA JAIL",1
"6866","WATCHUNG PD",6
"6867","WATERBURY JUDICIAL MARSHAL'S LOCKUP",3
"6868","WATERBURY, CT",29
"6869","WATERBURY, CT POLICE DEPARTMENT",5
"6870","WATERFORD PAROLE OFFICE, WATERFORD",1
"6871","WATERFORD POLICE DEPARTMENT",1
"6872","WATERFORD, MICHIGAN",19
"6873","WATERTOWN POLICE DEPARTMENT",1
"6874","WATKINSVILLE, GA",3
"6875","WATONWAN COUNTY JAIL, MN",38
"6876","WAUBAUNSEE CO KS",1
"6877","WAXAHACHIE POLICE DEPARTMENT",3
"6878","WAYNE CO PROBATION 109 ORMOND AVE GOLDSBORO",1
"6879","WAYNE COUNTY",6
"6880","WAYNE COUNTY - ANDREW BAIRD DETENTION, DETROIT, MI",3
"6881","WAYNE COUNTY - DICKERSON FACILITY, DETROIT, MI",25
"6882","WAYNE COUNTY ADULT DETENTION CENTER,  MS",6
"6883","Wayne County Detention Center",7
"6884","WAYNE COUNTY FUGITIVE OPERATIONS",47
"6885","WAYNE COUNTY JAIL",72
"6886","WAYNE COUNTY JAIL, DETROIT, MI",31
"6887","WAYNE COUNTY JAIL, TN",2
"6888","WAYNE COUNTY PRISON",3
"6889","WAYNE COUNTY SHERIFF",1
"6890","WAYNE COUNTY SHERIFF DEPARTMEMT (SC)",1
"6891","WAYNE COUNTY SHERIFF'S OFFICE, INDIANA",4
"6892","WAYNE COUNTY, GA",30
"6893","WAYNE COUNTY, KY",4
"6894","WAYNE PD",7
"6895","WAYNE POLICE DEPARTMENT",1
"6896","WCD General Area",173
"6897","WCT GENERAL AREA, NON-SPECIFIC",477
"6898","WEATHERFORD JAIL",6
"6899","WEBB CITY POLICE DEPARTMENT, MISSOURI",3
"6900","WEBB COUNTY JAIL",350
"6901","WEBDOC",3
"6902","WEBER COUNTY JAIL - UT",504
"6903","WEBSTER COUNTY IOWA",18
"6904","Webster County Jail",2
"6905","WEBSTER COUNTY JAIL, NE",2
"6906","WEBSTER COUNTY SHERIFFS OFFICE, MISSOURI",5
"6907","WEBSTER POLCE DEPT, HARRIS CO, TX",2
"6908","WEBSTER POLICE DEPT, HARRIS COUNTY, TX",4
"6909","WEBSTER, TEXAS",5
"6910","WEEHAWKIN TWP PD",11
"6911","Weld County",137
"6912","WELD COUNTY",12
"6913","Weld County Jail",145
"6914","WELD COUNTY JAIL",16
"6915","Weld County Probation",47
"6916","WELD COUNTY PROBATION OFFICE",1
"6917","WELLS COUNTY SHERIFF'S OFFICE, INDIANA",9
"6918","Wenatchee CAP",44
"6919","WENATCHEE CITY PD",9
"6920","WENDE CORRECTIONAL FACILITY",2578
"6921","WESLACO CITY JAIL, TX",13
"6922","WEST AMWELL TWP PD",1
"6923","WEST BATON ROUGE DETENTION CENTER",33
"6924","WEST CALDWELL PD",2
"6925","WEST COLUMBIA POLICE DEPT, BRAZORIA CO, TX",1
"6926","WEST COLUMBIA POLICE DEPT, BRAZORIA COUNTY, TX",4
"6927","WEST DEPTFORD POLICE DEPARTMENT",1
"6928","WEST HARTFORD, CT",4
"6929","WEST HARTFORD, CT POLICE DEPARTMENT",1
"6930","WEST HAVEN, CT",2
"6931","WEST HOLLYWOOD SHERIFF'S DEPT, WEST HOLLYWOOD, CA",1
"6932","WEST LONG BRANCH PD",11
"6933","WEST NEW YORK PD",77
"6934","WEST ORANGE PD",9
"6935","WEST ROXBURY DISTRICT COURT",4
"6936","WEST SHORELINE CORRECTIONAL FACILITY, MUSKEGON HEIGHTS, MI",6
"6937","WEST TEXAS DETENTION FACILITY",2
"6938","WEST TEXAS PRISON FACILITY",3
"6939","WEST VALLEY DETENTION CENTER (SBSD) RANCHO CUCAMONGA, CA",906
"6940","WEST VIRGINIA STATE POLICE - BECKLEY",5
"6941","WEST VIRGINIA STREET ARREST",336
"6942","WEST WINDSOR POLICE DEPARTMENT",1
"6943","WEST YELLOWSTONE AREA",1
"6944","WESTAMPTON TOWNSHIP POLICE DEPARTMENT",1
"6945","WESTBOROUGH DISTRICT COURT",9
"6946","WESTBOROUGH POLICE DEPT",2
"6947","WESTERN CORRECTIONAL INSTITUTION",5
"6948","WESTERN MISSOURI CORRECTIONAL FACILITY MISSOURI DEPARTMENT OF CORRECTIONS",12
"6949","WESTERN NM CORRECTION FACILITY, GRANTS STATE FACILITY",11
"6950","WESTERN RECEPTION DIAGNOSTIC CORRECTIONAL CENTER MISSOURI DEPARTMENT OF CORRECTI",4
"6951","WESTERN REGIONAL JAIL",9
"6952","WESTERN TIDEWATER REGIONAL JAIL VA",18
"6953","WESTERN TIDEWATER REGIONAL JAIL-VA",1
"6954","WESTERN VIRGINIA REGIONAL JAIL-VA",20
"6955","WESTFIELD PD",2
"6956","WESTLAND POLICE DEPARTMENT",5
"6957","WESTLAND, MICHIGAN",13
"6958","WESTMORELAND COUNTY PRISON",8
"6959","WESTON COUNTY JAIL, NEW CASTLE, WYOMING",2
"6960","WESTON COUNTY WYOMING",5
"6961","WESTON COUNTY, WYOMING",3
"6962","WESTOVER VILLAGE POLICE DEPARTMENT",3
"6963","WESTVILLE CORRECTIONAL CENTER, IN (INDIANA DOC)",23
"6964","WESTWOOD PD",5
"6965","WESTWORTH VILLAGE POLICE DEPARTMENT",1
"6966","WEXFORD COUNTY JAIL, CADILLAC, MI",1
"6967","WEYMOUTH POLICE DEPARTMENT",1
"6968","WHARTON COUNTY JAIL, WHARTON, TX",42
"6969","WHARTON COUNTY PROBATION, WHARTON, TX",2
"6970","WHARTON PD",1
"6971","WHARTON, TEXAS",3
"6972","WHATCOM COUNTY JAIL",26
"6973","WHEELER COUNTY",11
"6974","WHEELER COUNTY, GA",1
"6975","WHITE COUNTY JAIL",21
"6976","WHITE COUNTY JAIL, TN",7
"6977","WHITE COUNTY PROBATION-SEARCY AREA PROBATION",2
"6978","WHITE COUNTY SHERIFF'S OFFICE, INDIANA",9
"6979","WHITE COUNTY, GA",5
"6980","WHITE SETTLEMENT POLICE DEPARTMENT",9
"6981","WHITEWATER, COLORADO",1
"6982","WHITFIELD COUNTY JAIL - 287(G)",392
"6983","Whitfield County Sheriff's Office",16
"6984","WHITFIELD COUNTY, GA",20
"6985","WHITLEY COUNTY JAIL, KY",1
