"","landmark","total"
"6765","SFD ICE OFFICE, SIOUX FALLS, SD",4
"6766","SFR GENERAL AREA, NON-SPECIFIC",904
"6767","SGU GENERAL AREA, NON-SPECIFIC",98
"6768","SHAFTER CCF",97
"6769","SHAFTER POLICE DEPARTMENT",7
"6770","SHANNON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",2
"6771","SHARP COUNTY JAIL",1
"6772","SHASTA COUNTY JAIL",52
"6773","SHASTA COUNTY SHERIFF OFFICE",6
"6774","SHATTUCK HOSPTIAL (LEMUEL)",1
"6775","SHAWNEE CORR CENTER, (ILLINOIS DOC)",5
"6776","SHAWNEE COUNTY SHERIFFS OFFICE KANSAS",57
"6777","SHELBY COUNTY DETENTION CTR, KY",223
"6778","SHELBY COUNTY JAIL",8
"6779","SHELBY COUNTY JAIL, CENTER, TX",9
"6780","SHELBY COUNTY JAIL, IA",8
"6781","SHELBY COUNTY PROBATION, CENTER, TX",1
"6782","SHELBY COUNTY SHERIFF'S OFFICE, INDIANA",55
"6783","SHELBY TOWNSHIP, MICHIGAN",41
"6784","SHELBY, MICHIGAN",7
"6785","SHELTON CORRECTONS CENTER",40
"6786","SHELTON, CT",1
"6787","SHENANDOAH COUNTY JAIL - VA",38
"6788","SHENANDOAH COUNTY JAIL-VA",4
"6789","SHENANDOAH, TEXAS",3
"6790","SHERBURNE COUNTY JAIL, MN",125
"6791","SHERIDAN BOP FCI",123
"6792","SHERIDAN BOP FDC",47
"6793","SHERIDAN CORRECTIONAL CENTER (IL DOC)",2
"6794","SHERIDAN COUNTY JAIL MT",1
"6795","SHERIDAN COUNTY JAIL, NE",1
"6796","SHERIDAN COUNTY JAIL, SHERIDAN, WYOMING",14
"6797","SHERIDAN COUNTY PROBATION OFFICE",1
"6798","SHERIDAN COUNTY WYOMING",5
"6799","SHERIDAN FCI",60
"6800","SHERMAN COUNTY",24
"6801","SHERMAN COUNTY JAIL",2
"6802","SHERMAN COUNTY SHERIFFS OFFICE, GOODLAND, KANSAS",1
"6803","SHERMAN POLICE DEPARTMENT",20
"6804","SHIAWASEE COUNTY JAIL, CORUNNA, MI",3
"6805","SHIP BOTTOM POLICE DEPARTMENT",1
"6806","SHOSHONE COUNTY JAIL ID",6
"6807","SHOSHONE COUNTYJAIL ID",1
"6808","Shreveport City Jail",1
"6809","Shreveport RAC",2
"6810","SHREWSBURY PD",6
"6811","SHUTTER CREEK CORRECTIONAL FACILITY (SCCI)",1
"6812","SIBLEY COUNTY JAIL, MN",28
"6813","SIERRA CONSERVATION CENTER",310
"6814","SIERRA COUNTY JAIL",2
"6815","SIERRA COUNTY PROBATION OFFICE",1
"6816","SILT, COLORADO",2
"6817","SIMPSON COUNTY DETENTION CTR, KY",16
"6818","SIMPSON COUNTY, MS",30
"6819","SING SING CORRECTIONAL FACILITY NY STATE",6
"6820","SIOUX CITY IA FUGITIVE ARREST",39
"6821","SIOUX CITY IA NON-FUGITIVE ARREST",9
"6822","SISKYOU COUNTY JAIL",14
"6823","SISKYOU COUNTY SHERIFF OFFICE",1
"6824","SITKA JAIL",9
"6825","SKAGIT COUNTY JAIL",143
"6826","SKAMANIA COUNTY JAIL",30
"6827","SKIESTON POLICE DEPARTMENT, MISSOURI",2
"6828","SKOWHEGAN POLICE DEPARTMENT",1
"6829","SLC GENERAL AREA, NON-SPECIFIC",5049
"6830","SMITH CO NON CRIM",3
"6831","SMITH COUNTY CRIM AT LARGE",122
"6832","SMITH COUNTY GEN AREA, NON-SPECIFIC",3
"6833","SMITH COUNTY GENERAL AREA",29
"6834","SMITH COUNTY JAIL",43
"6835","SMITH COUNTY JAIL, TN",19
"6836","SMITH COUNTY PROBATION",40
"6837","SMITH COUNTY SHERIFFS OFFICE",120
"6838","SMITH COUNTY, MS",6
"6839","SMM GENERAL AREA, NON-SPECIFIC",2
"6840","SMYRNA MUNICIPAL PROBATION",5
"6841","SMYRNA, GA (COBB COUNTY)",89
"6842","SNA ANTONIO MAGISTRATE COURT HOLDING FACILITY",1527
"6843","SNA GENERAL AREA, NON-SPECIFIC",4829
"6844","SNAKE RIVER CORRECTIONAL INSTITUTION (SRCI)",4
"6845","SND FEDERAL INSPECTION STATION",6
"6846","SNELLVILLE, GA",8
"6847","SNG Genreal Area, Non-Specific",139
"6848","SNJ GENERAL AREA, NON-SPECIFIC",1024
"6849","SNOHOMISH COUNTY JAIL",1243
"6850","Snow Hill, MD General Area",5
"6851","SNS GENERAL AREA, NON-SPECIFIC",2
"6852","SNYDER COUNTY PRISON",8
"6853","SNYDER COUNTY PROBATION",3
"6854","SOCORRO COUNTY DETENTION CENTER, SOCORRO NM",3
"6855","SOLANO COUNTY JAIL",393
"6856","SOLANO COUNTY JUVENILE HALL",1
"6857","SOLANO COUNTY PROBATION DEPARTMENT",1
"6858","SOLANO SHERIFF OFFICE",11
"6859","SOLEDAD CORRECTIONAL TRAINING FACILITY",269
"6860","SOLVAY VILLAGE POLICE DEPARTMENT",1
"6861","SOMERDALE POLICE DEPARTMENT",1
"6862","SOMERS POINT POLICE DEPARTMENT",1
"6863","SOMERSET COUNTY DETENTION CENTER",19
"6864","SOMERSET COUNTY GENERAL AREA",4
"6865","SOMERSET COUNTY JAIL",1053
"6866","SOMERSET COUNTY JAIL, SKOWHEGAN",6
"6867","SOMERSET COUNTY PROSECUTOR REFERRAL",24
"6868","SOMERSET COUNTY SHERIFF'S OFFICE, SKOWHEGAN",2
"6869","SOMERTON POLICE DEPT.",4
"6870","SOMERVELL COUNTY JAIL, SOMERVELL, TEXAS",34
"6871","SOMMERVILLE PD",30
"6872","SONOMA COUNTY JAIL",814
"6873","SONOMA COUNTY SHERIFF'S DEPARTMENT",31
"6874","SOPERTON, GA",1
"6875","SOUTH AMBOY PD",12
"6876","SOUTH BAY DETENTION FACILITY",58
"6877","SOUTH BERWICK POLICE DEPARTMENT",2
"6878","SOUTH BOUND BROOK PD",20
"6879","SOUTH BRUNSWICK TWP PD",57
"6880","SOUTH CAROLINA DEPARTMENT OF CORRECTIONS",172
"6881","SOUTH CENTRAL COMPLEX TDOC",1
"6882","SOUTH CENTRAL REGIONAL JAIL",39
"6883","SOUTH DAKOTA PRISON SYSTEM (NON-SPECIFIC FACILITY)",38
"6884","SOUTH FLORIDA RECEPTION CENTER",980
"6885","SOUTH HACKENSACK PD",31
"6886","SOUTH HOUSTON POLICE DEPT, HARRIS COUNTY, TX",29
"6887","SOUTH HOUSTON, TEXAS",11
"6888","SOUTH LAKE CITY JAIL",12
"6889","SOUTH LOUISIANA CORRECTIONAL CENTER",1
"6890","SOUTH MIDDLESEX CORRECTIONAL CENTER",2
"6891","SOUTH MISSISSIPPI CORRECTIONAL INSTITUTE",19
"6892","SOUTH ORANGE PD",13
"6893","SOUTH PADRE ISLAND CITY JAIL, TX",33
"6894","SOUTH PLAINFIELD PD",99
"6895","SOUTH PORTLAND POLICE DEPARTMENT",16
"6896","SOUTH RIVER PD",58
"6897","SOUTH SIDE PLACE POLICE DEPT, HARRIS CO, TX",1
"6898","SOUTH TOMS RIVER POLICE DEPARTMENT",2
"6899","SOUTH WINDSOR, CT POLICE DEPARTMENT",1
"6900","SOUTH WOODS STATE PRISON",12
"6901","SOUTH-CENTRAL REGIONAL PAROLE",1
"6902","SOUTHAMPTON COUNTY JAIL - VA",1
"6903","SOUTHBURY, CT",1
"6904","SOUTHEAST OHIO REGIONAL JAIL",1
"6905","SOUTHEAST TN REGIONAL TDOC",5
"6906","SOUTHEASTERN CORRECTIONAL CENTER",9
"6907","SOUTHERN COLORADO DRUG TASK FORCE",2
"6908","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",62
"6909","SOUTHERN MARYLAND AREA",5
"6910","SOUTHERN NEW MEXICO PRISON FACILITY",6
"6911","SOUTHERN REGIONAL JAIL",41
"6912","SOUTHERN STATE CORRECTIONAL FACILITY",2
"6913","SOUTHERN VIRGINIA AREA",20
"6914","SOUTHFIELD, MICHIGAN",15
"6915","SOUTHGATE POLICE DEPARTMENT",7
"6916","SOUTHGATE POLICE DEPT, SOUTHGATE, CA",2
"6917","SOUTHGATE, MICHIGAN",3
"6918","SOUTHINGTON, CT",3
"6919","SOUTHPORT CORRECTIONAL FACILITY",1
"6920","SOUTHSIDE REGIONAL JAIL - VA",2
"6921","SOUTHSIDE REGIONAL JAIL-VA",2
"6922","SOUTHWEST DETENTION CENTER (RCSD) MURRIETA, CA",103
"6923","SOUTHWEST MULTI COUNTY CORRECTIONS, ND",91
"6924","SOUTHWEST VIRGINIA REGIONAL JAIL - VA",3
"6925","SOUTHWEST VIRGINIA REGIONAL JAIL AUTHORITY - DUFFIELD - VA",3
"6926","SOUTHWEST VIRGINIA REGIONAL JAIL-ABINGDON-VA",33
"6927","SOUTHWEST VIRGINIA REGIONAL JAIL-DUFFIELD-VA",13
"6928","SOUTHWEST VIRGINIA REGIONAL JAIL-TAZWELL-VA",7
"6929","SOUTHWEST VIRIGINIA REGIONAL JAIL-HAYSI-VA",5
"6930","SOUTHWESTERN REGIONAL JAIL",1
"6931","SOUTHWESTERN VIRGINIA AREA",41
"6932","SPALDING COUNTY, GA",16
"6933","SPARTA TWP PD",17
"6934","SPARTA, NC",5
"6935","SPARTANBURG COUNTY",280
"6936","SPARTANBURG COUNTY DEPT. OF JUVENILE JUSTICE",1
"6937","SPARTANBURG COUNTY PROBATION & PAROLE OFFICE",1
"6938","SPARTANBURG COUNTY, SC",5
"6939","SPARTANBURG, SC",20
"6940","SPEARFISH, SOUTH DAKOTA",101
"6941","SPG GENERAL AREA, NON-SPECIFIC",383
"6942","SPLENDORA, TEXAS",3
"6943","SPM GENERAL AREA, NON-SPECIFIC",2978
"6944","Spokane CAP",11
"6945","SPOKANE CO. JAIL",352
"6946","SPOTSWOOD PD",15
"6947","SPRINDALE CITY JAIL",163
"6948","SPRING CREEK CORRECTIONAL CENTER",3
"6949","SPRING LAKE HEIGHTS PD",1
"6950","SPRING LAKE PD",4
"6951","Spring Valley, CA",5
"6952","SPRING, TEXAS",27
"6953","SPRINGDALE CITY JAIL",3
"6954","SPRINGER CORRECTIONAL CENTER,  SPRINGER STATE FACILITY",1
"6955","SPRINGFIELD PD",27
"6956","SPRINGFIELD, GA (EFFINGHAM COUNTY)",1
"6957","SRT PHO Field Operations",1
"6958","ST ANN  POLICE DEPARTMENT, MISSOURI",34
"6959","ST CHARLES CITY POLICE DEPARTMENT, MISSOURI",10
"6960","ST CHARLES COUNTY SHERIFF'S DEPARTMENT, MISSOURI",54
"6961","ST CHARLES PROBATION AND PAROLE DISTRICT 17, MISSOURI",1
"6962","ST CLAIR COUNTY SHERIFF'S DEPARTMENT, ILLINOIS",60
"6963","ST FRANCOIS COUNTY SHERIFF'S DEPARTMENT, MISSOURI",19
"6964","ST GENEVIEVE COUNTY SHERIFF'S DEPARTMENT, MISSOURI",3
"6965","ST GENEVIEVE POLICE DEPARTMENT, MISSOURI",8
"6966","ST GEORGE UT FUG OPS",31
"6967","ST GEORGE UT TASKFORCE",7
"6968","ST HELENA PARISH JAIL",2
"6969","ST JOHN POLICE DEPARTMENT, MISSOURI",19
"6970","ST JOSEPH MISSOURI AREA NON-CUSTODIAL ARREST",1
"6971","ST LOUIS CENTRAL PROBATION AND PAROLE DIST 7C, MISSOURI",1
"6972","ST LOUIS CITY POLICE DEPARTMENT, MISSOURI",25
"6973","ST LOUIS COMMUNITY RELEASE CENTER",1
"6974","ST LOUIS COUNTY POLICE DEPARTMENT, MISSOURI",81
"6975","ST LOUIS ICE OFFICE",17
"6976","ST LOUIS PROBATION AND PAROLE DISTRICT 7B, MISSOURI",1
"6977","ST LOUIS SOUTH PROBATION AND PAROLE, DIST 7S, MISSOURI",1
"6978","ST MARYS COUNTY DETENTION CENTER",1
"6979","ST MARYS COUNTY MD",12
"6980","ST MARYS COUNTY POLICE",1
"6981","ST PETERS POLICE DEPARTMENT, MISSOURI",8
"6982","ST. ALBANS, VT ERO HOLD ROOM",6
"6983","ST. BERNARD PARISH, MS",125
"6984","ST. CHARLES PARISH, LA",96
"6985","ST. CLAIR COUNTY JAIL, PORT HURON, MI",11
"6986","ST. CLAIR COUNTY SHERIFFS OFFICE MISSOURI",1
"6987","ST. GEROGE HOLD ROOM",8
"6988","ST. JAMES PARISH, LA",1
"6989","ST. JOHN THE BAPTIST PARISH, LA",23
"6990","ST. JOSEPH COUNTY CIRCUIT COURT PROBATION/PAROLE",2
"6991","ST. JOSEPH COUNTY JAIL, CENTREVILLE, MI",26
"6992","ST. JOSEPH COUNTY SHERIFF'S OFFICE, INDIANA",36
"6993","ST. JOSEPH, MICHIGAN",8
"6994","ST. LAWRENCE COUNTY JAIL",18
"6995","St. Lawrence County Sheriff",1
"6996","ST. LAWRENCE COUNTY SHERIFF",2
"6997","ST. LOUIS COUNTY JAIL, MN",84
"6998","ST. LOUIS PARK PD, MN",8
"6999","ST. MARY PARISH, LA",66
"7000","ST. TAMMANY PARISH, LA",244
"7001","ST. THOMAS CRIMINAL JUSTICE COMPLEX",4
"7002","STA GENERAL AREA, NON-SPECIFIC",625
"7003","STAFFORD CREEK CORRECTIONS",10
"7004","STAFFORD POLICE DEPARTMENT",3
"7005","STAFFORD POLICE DEPT, FORT BEND CO, TX",1
"7006","STAMFORD JUDICIAL MARSHAL'S LOCKUP",3
"7007","STAMFORD, CT",99
"7008","STAMFORD, CT POLICE DEPARTMENT",16
"7009","STANHOPE BOROUGH PD",20
"7010","STANISLAUS COUNTY JAIL",629
"7011","STANISLAUS COUNTY JUVINILE HALL",1
"7012","STANISLAUS COUNTY PROBATION DEPARTMENT",32
"7013","STANISLAUS COUNTY PUBLIC SAFETY CENTER",102
"7014","STANISLAUS COUNTY SHERIFF OFFICE",25
"7015","STANISLAUS DEA",1
"7016","STANISLAUS HONOR FARM",1
"7017","STANLEY COUNTY JAIL",13
"7018","STANLEY COUNTY, NC",7
"7019","STANTON COUNTY SHERIFFS OFFICE, JOHNSON, KANSAS",4
"7020","STARK COUNTY JAIL",79
"7021","STARKE COUNTY SHERIFF'S OFFICE, INDIANA",1
"7022","STARR COUNTY JAIL - RIO GRANDE CITY, TX - TX2140000",1
"7023","STARR COUNTY JAIL- RIO GRANDE CITY, TX - TX2140000",429
"7024","STATE COLLEGE POLICE DEPARTMENT - STATE COLLEGE, PA",26
"7025","STATE COMMUNITY SERVICE JOURDANTON, TEXAS",1
"7026","STATE OF FLORIDA PROBATION & PAROLE - BISCAYNE",46
"7027","STATE OF FLORIDA PROBATION & PAROLE - BROWARD SOUTH",218
"7028","STATE OF FLORIDA PROBATION & PAROLE - COCONUT GROVE",39
"7029","STATE OF FLORIDA PROBATION & PAROLE - CYPRESS",80
"7030","STATE OF FLORIDA PROBATION & PAROLE - FORT LAUDERDALE EAST",50
"7031","STATE OF FLORIDA PROBATION & PAROLE - FORT LAUDERDALE INTAKE",22
"7032","STATE OF FLORIDA PROBATION & PAROLE - HIALEAH",41
"7033","STATE OF FLORIDA PROBATION & PAROLE - HOLLYWOOD",56
"7034","STATE OF FLORIDA PROBATION & PAROLE - HOMESTEAD",69
"7035","STATE OF FLORIDA PROBATION & PAROLE - MIAMI EAST",6
"7036","STATE OF FLORIDA PROBATION & PAROLE - MIAMI LAKES",72
"7037","STATE OF FLORIDA PROBATION & PAROLE - MIAMI NORTH",55
"7038","STATE OF FLORIDA PROBATION & PAROLE - MIAMI NORTHWEST",28
"7039","STATE OF FLORIDA PROBATION & PAROLE - MIAMI SOUTH",43
"7040","STATE OF FLORIDA PROBATION & PAROLE - POMPANO BEACH",2
"7041","STATE PROBATION COURT STREET LOCAITON",1
"7042","STATESBORO, GA",1
"7043","STATESVILLE, ILLINOIS DEPT OF CORRECTIONS",1230
"7044","STC GENERAL AREA, NON-SPECIFIC",589
"7045","STEAMBOAT SPRINGS POLICE DEPARTMENT",23
"7046","Steamboat Springs, CO",10
"7047","STEARNS COUNTY JAIL, MN",411
"7048","STEELE COUNTY JAIL, MN",43
"7049","STEPHENS COUNTY JAIL",33
"7050","STEPHENS COUNTY, GA",4
"7051","Stephens County, TX At Large",1
"7052","Stephens County, TX Jail",6
"7053","STERLING HEIGHTS, MICHIGAN",96
"7054","STEUBEN COUNTY JAIL",4
"7055","STEUBEN COUNTY SHERIFF",1
"7056","STEUBEN COUNTY SHERIFF'S OFFICE, INDIANA",11
"7057","STEVENS CO JAIL, MN",12
"7058","STEVENS CO. JAIL",4
"7059","STEVENS COUNTY SHERIFFS OFFICE, HUGOTON, KANSAS",6
"7060","STEWART DETENTION CENTER REPROCESSING",16
"7061","STG GENERAL AREA, NON-SPECIFIC",1560
"7062","STILLWATER POLICE DEPARTMENT",1
"7063","STL GENERAL NON-SPECIFIC",659
"7064","STO GENERAL AREA, NON-SPECIFIC",576
"7065","STOCKBRIDGE, GA",7
"7066","STOCKTON POLICE DEPARTMENT",80
"7067","STOKES COUNTY JAIL",4
"7068","STOKES COUNTY, NC",4
"7069","STONE COUNTY JAIL, MS",5
"7070","STONE COUNTY REGIONAL CORRECTIONAL FACILITY, MS",43
"7071","STONE COUNTY SHERIFFS OFFICE, MISSOURI",4
"7072","STONE MOUNTAIN, GA",25
"7073","STONINGTON, CT",1
"7074","STORY COUNTY IOWA",143
"7075","STRAFFORD COUNTY DOC",212
"7076","STRAFFORD COUNTY NH",45
"7077","STRATFORD BOROUGH POLICE DEPARTMENT",1
"7078","STRATFORD, CT",3
"7079","STREET ARREST",24
"7080","STREET ARRESTS",1
"7081","STREET PROBATION & PAROLE, BERGEN COUNTY",21
"7082","STREET PROBATION & PAROLE, CAMDEN COUNTY",1
"7083","STREET PROBATION & PAROLE, ESSEX COUNTY",14
"7084","STREET PROBATION & PAROLE, HUDSON COUNTY",13
"7085","STREET PROBATION & PAROLE, HUNTERDON COUNTY",2
"7086","STREET PROBATION & PAROLE, MIDDLESEX COUNTY",59
"7087","STREET PROBATION & PAROLE, MONMOUTH COUNTY",36
"7088","STREET PROBATION & PAROLE, MORRIS COUNTY",21
"7089","STREET PROBATION & PAROLE, OCEAN COUNTY",1
"7090","STREET PROBATION & PAROLE, PASSAIC COUNTY",18
"7091","STREET PROBATION & PAROLE, SOMERSET COUNTY",12
"7092","STREET PROBATION & PAROLE, SUSSEX COUNTY",1
"7093","STREET PROBATION & PAROLE, UNION COUNTY",12
"7094","STREET PROBATION & PAROLE, WARREN COUNTY",5
"7095","STROUD AREA REGIONAL POLICE DEPARTMENT - EAST STROUDSBURG, PA",3
"7096","STU-INDIAN RIVER COUNTY JAIL FL",1
"7097","STU-MARTIN COUNTY JAIL FL",5
"7098","STU-OKEECHOBEE COUNTY JAIL FL",4
"7099","STU-PALM BEACH COUNTY JAIL FL",8
"7100","STU-ST. LUCIE COUNTY JAIL FL",1
"7101","STUART",741
"7102","STUART CAP STREET ARREST",275
"7103","STUART-FMI-FLORIDA",204
"7104","STUART-HIGHLANDS COUNTY JAIL, FLORIDA",48
"7105","STUART-INDIAN RIVER COUNTY JAIL, FLORIDA",72
"7106","STUART-MARTIN COUNTY JAIL, FLORIDA",395
"7107","STUART-OKEECHOBEE COUNTY JAIL, FLORIDA",50
"7108","STUART-PALM BEACH COUNTY JAIL, FLORIDA",456
"7109","STUART-PROBATION AND PAROLE",2
"7110","STUART-SAINT LUCIE COUNTY JAIL, FLORIDA",101
"7111","STUART-STREET ARREST",33
"7112","STUART-VCAS",1872
"7113","STURGIS, MICHIGAN",6
"7114","STURGIS, SOUTH DAKOTA",183
"7115","STUTSMAN COUNTY JAIL, ND",50
"7116","SUBLETTE COUNTY JAIL, PINEDALE, WY",27
"7117","SUBLETTE COUNTY, WY",11
"7118","SUFFOLK COUNTY LOCAL POLICE DEPARTMENT",42
"7119","SUFFOLK COUNTY SO (SOUTH BAY)",247
"7120","SUGAR HILL, GA (GWINNETT COUNTY)",1
"7121","SUGARLAND POLICE DEPT, FORT BEND CONTY, TX",6
"7122","SUGARLAND POLICE DEPT, FORT BEND COUNTY, TX",1
"7123","SUGARLAND, TEXAS",15
"7124","SULLIVAN CITY JAIL, TX",11
"7125","SULLIVAN COUNTY DOC",6
"7126","SULLIVAN COUNTY JAIL, TN",56
"7127","SULLIVAN COUNTY NH",3
"7128","SULLIVAN COUNTY SHERIFFS OFFICE MISSOURI",7
"7129","SUMMERVILLE, GA",1
"7130","SUMMIT COUNTY",2
"7131","SUMMIT COUNTY JAIL",226
"7132","SUMMIT COUNTY JAIL - UT",54
"7133","SUMMIT COUNTY PROBATION OFFICE",13
"7134","SUMMIT COUNTY, COLORADO",22
"7135","SUMMIT PD",24
"7136","SUMNER COUNTY JAIL, TN",188
"7137","SUMNER COUNTY SHERIFFS OFFICE, WELLINGTON, KANSAS",4
"7138","SUMTER COUNTY JAIL, GA",54
"7139","SUMTER COUNTY, GA",1
"7140","SUMTER COUNTY, SC",74
"7141","SUMTER-LEE REGIONAL DETENTION CENTER",2
"7142","SUNBURY POLICE DEPARTMENT - SUNBURY, PA",2
"7143","SUNFLOWER COUNTY, MS",5
"7144","SUNNYSIDE CITY JAIL",343
"7145","SUNNYVALE DEPARTMENT OF PUBLIC SAFETY (POLICE)",17
"7146","SURRY COUNTY JAIL",57
"7147","SURRY COUNTY, NC",5
"7148","SUSQUEHANNA COUNTY CORRECTIONAL FACILITY",2
"7149","SUSQUEHANNA COUNTY PROBATION",1
"7150","SUSSEX CORRECTIONAL INSTITUTE",346
"7151","SUSSEX COUNTY JAIL",102
"7152","SUSSEX COUNTY JAIL - VA",5
"7153","SUSSEX COUNTY JAIL-VA",2
"7154","SUSSEX COUNTY PROSECUTOR REFERRAL",1
"7155","SUSSEX I STATE PRISON-VA",3
"7156","SUSSEX VIOLATION OF PROBATION CENTER",1
"7157","SUTTER COUNTY JAIL",100
"7158","SUTTER COUNTY PROBATION DEPARTMENT",3
"7159","SUTTER COUNTY SHERIFF OFFICE",2
"7160","SUTTON COUNTY JAIL - SONORA, TX",4
"7161","SUTTON COUNTY JAIL SONORA, TX",4
"7162","Sutton County, TX Jail",7
"7163","SUWANEE, GA",1
"7164","SW ARKANSAS CORRECTIONAL UNIT (SWAC) TEXARKANA",21
"7165","SWAIN COUNTY, NC",3
"7166","SWAINSBORO, GA",1
"7167","SWEETGRASS COUNTY JAIL MT",1
"7168","SWEETWATER COUNTY",8
"7169","SWEETWATER COUNTY JAIL, ROCK SPRINGS, WY",233
"7170","SWEETWATER COUNTY JAIL, ROCK SPRINGS, WYOMING",14
"7171","SWEETWATER COUNTY PROBATION OFFICE",1
"7172","SWEETWATER COUNTY WYOMING",2
"7173","SWEETWATER COUNTY, WYOMING",3
"7174","SWIFT COUNTY JAIL, MN",23
"7175","SWISHER COUNTY",5
"7176","SWK-Estrella",68
"7177","SWK-Sycamore",10
"7178","SXC GENERAL AREA, NON-SPECIFIC",606
"7179","SYR GENERAL AREA, NON-SPECIFIC",225
"7180","SYRACUSE FUGOPS",5
"7181","SYRACUSE POLICE DEPARTMENT",23
"7182","Tabor DOC",76
"7183","TAC GENERAL AREA, NON-SPECIFIC",77
"7184","TAFT COMMUNITY CORRECTIONAL FACILITY",239
"7185","TAFT FEDERAL CORRECTIONAL INSTITUTION",6375
"7186","TAFT POLICE DEPARTMENT",23
"7187","TAL - DIXIE COUNTY JAIL",2
"7188","TAL - HAMILTON COUNTY JAIL",16
"7189","TAL - LAFAYETTE COUNTY JAIL",12
"7190","TAL - MADISON COUNTY JAIL",3
"7191","TAL - SUWANNEE COUNTY JAIL",44
"7192","TAL - TAYLOR COUNTY JAIL",6
"7193","TAL GENERAL AREA, NON-SPECIFIC",1034
"7194","TAL-BAY COUNTY JAIL",74
"7195","TAL-BAY COUNTY PROBATION AND PAROLE",17
"7196","TAL-CALHOUN COUNTY JAIL",7
"7197","TAL-FCI MARIANNA",99
"7198","TAL-FCI TALLAHASSEE",128
"7199","TAL-FRANKLIN COUNTY JAIL",12
"7200","TAL-GADSDEN COUTY JAIL",13
"7201","TAL-GADSDEN PROBATION AND PAROLE",6
"7202","TAL-GULF COUNTY JAIL",2
"7203","TAL-HOLMES COUNTY JAIL",2
"7204","TAL-JACKSON COUNTY JAIL",61
"7205","TAL-JEFFERSON COUNTY JAIL",9
"7206","TAL-JEFFERSON COUNTY PROBATION AND PAROLE",1
"7207","TAL-LEON COUNTY JAIL",54
"7208","TAL-LEON COUNTY PROBATION AND PAROLE",14
"7209","TAL-LIBERTY COUNTY JAIL",2
"7210","TAL-NORTHWEST FLORIDA RECEPTION CENTER",14
"7211","TAL-WAKULLA COUNTY JAIL",14
"7212","TAL-WASHINGTON COUNTY JAIL",14
"7213","TALBOT COUNTY DETENTION CENTER",42
"7214","TALBOT COUNTY GENERAL AREA",42
"7215","TALBOT COUNTY MD",1
"7216","TALBOT COUNTY, GA",1
"7217","TALIAFERRO COUNTY, GA",4
"7218","TALLAHATCHIE COUNTY CORRECTIONAL FACILITY, MS",9
"7219","TALLAHATCHIE COUNTY, MS",79
"7220","TAM GENERAL AREA, NON-SPECIFIC",1280
"7221","TAM-CITRUS COUNTY JAIL",20
"7222","TAM-CYPRESS",178
"7223","TAM-FCC COLEMAN LOW",1
"7224","TAM-FUGOPS ARREST",46
"7225","TAM-HARDEE COUNTY JAIL",61
"7226","TAM-HERNANDO COUNTY JAIL",35
"7227","TAM-HILLSBOROUGH COUNTY JAIL",1404
"7228","TAM-MANATE COUNTY JAIL",505
"7229","TAM-PASCO COUNTY JAIL",112
"7230","TAM-PINELLAS COUNTY JAIL",445
"7231","TAM-POLK COUNTY JAIL",785
"7232","TAM-SARASOTA COUNTY JAIL",303
"7233","TAM-VCAS PROBATION AND PAROLE",8
"7234","TAMA COUNTY JAIL, IA",92
"7235","TAMPA FUGITIVE OPERATION",355
"7236","TANEY COUNTY SHERIFFS OFFICE, MISSOURI",12
"7237","TANGIPAHOA PARISH, LA",53
"7238","TARRANT COUNTY GENERAL AREA",110
"7239","TARRANT COUNTY JAIL",2182
"7240","TATTNALL COUNTY, GA",18
"7241","TAVARES GENERAL AREA",3
"7242","TAVARES, FL PROBATION & PAROLE, FL DOC #051",13
"7243","TAYLOR COUNTY",45
"7244","TAYLOR COUNTY DETENTION CENTER",27
"7245","TAYLOR COUNTY IOWA",4
"7246","TAYLOR COUNTY, GA",2
"7247","Taylor County, TX At Large",22
"7248","Taylor County, TX Jail",82
"7249","TAYLOR POLICE DEPARTMENT",15
"7250","TAYLOR, MICHIGAN",23
"7251","TCAAT  WALK-IN AZ STATE",1
"7252","TCAAT CAP REFERRALS AZ STATE",1
"7253","TCAAT PIMA COUNTY PAROLE AND PROBATION AZ STATE",2
"7254","TCAAT SECURE COMMUNITIES LEVEL 1 REFERRALS AZ STATE",5
"7255","TCAAT SECURE COMMUNITIES LEVEL 2 REFERRALS AZ STATE",2
"7256","TCS GENERAL AREA, NON-SPECIFIC",2
"7257","TDCJ Garza West, Beeville, TX",34
"7258","TDCJ HUNTSVILLE WALKER CO, TX",11
"7259","TDCJ HUNTSVILLE WALKER COUNTY, TX",14
"7260","TEANECK PD",45
"7261","TEHACHAPI POLICE DEPARTMENT",5
"7262","TEHACHAPI STATE PRISON",231
"7263","TEHAMA COUNTY JAIL",69
"7264","TEHAMA SHERIFF OFFICE",2
"7265","TELFAIR COUNTY SHERIFFS, GA",3
"7266","TELFAIR COUNTY, GA",6
"7267","TELLER COUNTY",9
"7268","TELLER COUNTY JAIL",23
"7269","TEMPLE SHERIFFS DEPT, TEMPLE CITY, CA",1
"7270","TEMPLE, GA",1
"7271","TEMPLE, TEXAS",40
"7272","TENAFLY PD",13
"7273","TENSAS PARISH JAIL",1
"7274","TERMINAL ISLAND-FCI, SAN PEDRO, CA",9
"7275","TERRABONE PARISH, LA",161
"7276","TERRELL COUNTY JAIL, GA",3
