"","aor","apprehension_landmark","total"
"7181","SNA","LIMESTONE COUNTY JAIL, GROESBECK, TEXAS",38
"7182","SNA","LLANO COUNTY JAIL, LLANO, TEXAS",30
"7183","SNA","LONG BEACH POLICE DEPARTMENT, LONG BEACH, CA",1
"7184","SNA","LOS ANGELES COUNTY GENERAL AREA, NON-SPECIFIC",4
"7185","SNA","LOS FRESNOS CITY JAIL, TX",6
"7186","SNA","LRA GENERAL AREA, NON-SPECIFIC",12
"7187","SNA","LRD GENERAL AREA, NON-SPECIFIC",1125
"7188","SNA","MASON COUNTY JAIL - TX1600000",4
"7189","SNA","MAVERICK COUNTY JAIL",9
"7190","SNA","MCALLEN CITY JAIL, TX - TX1080800",48
"7191","SNA","MCCULLOCH COUNTY JAIL, BRADY, TEXAS",7
"7192","SNA","MCLENNAN COUNTY JAIL, WACO, TEXAS",434
"7193","SNA","MCRAE FCI, MCRAE, GEORGIA",1
"7194","SNA","MEDINA COUNTY JAIL - TX - TX1630000",16
"7195","SNA","MEDINA COUNTY JAIL - TX1630000",1
"7196","SNA","MERCEDES CITY JAIL, TX - TX1080900",4
"7197","SNA","MID GENERAL AREA, NON-SPECIFIC",1
"7198","SNA","MISSION CITY JAIL, TX - TX1081000",56
"7199","SNA","MONTEREY COUNTY JAIL",1
"7200","SNA","MONTGOMERY COUNTY JAIL, CONROE, TX",2
"7201","SNA","MONTGOMERY COUNTY JAIL,CONROE, TX",2
"7202","SNA","MTG GENERAL AREA, NON-SPECIFIC",8
"7203","SNA","N DIST TX LUBBOCK DIV GILES DALBY (POST, TX) BOP",5
"7204","SNA","NAPA COUNTY JAIL - CA",1
"7205","SNA","NEW GENERAL AREA, NON-SPECIFIC",2
"7206","SNA","NOL GENERAL AREA, NON-SPECIFIC",2
"7207","SNA","NORTHWESTERN REGIONAL ADC - VA",1
"7208","SNA","OAK GENERAL AREA, NON-SPECIFIC",1
"7209","SNA","OKLAHOMA CITY ICE ERO SUB-OFFICE",2
"7210","SNA","OREGON STATE PENTENTIARY (OSP)",1
"7211","SNA","PALMVIEW CITY JAIL, TX",25
"7212","SNA","PCS GENERAL AREA, NON-SPECIFIC",1
"7213","SNA","PHARR CITY JAIL, TX - TX1081100",37
"7214","SNA","PIC GENERAL AREA, NON-SPECIFIC",828
"7215","SNA","PORT ISABEL CITY JAIL, TX",31
"7216","SNA","RAYMONDVILLE CITY JAIL, TX",3
"7217","SNA","REEVES COUNTY DETENTION CENTER 1 AND 2 98 W. County Rd 210 Pecos, Texas 79772",2
"7218","SNA","REN GENERAL AREA, NON-SPECIFIC",1
"7219","SNA","RIO GRANDE CITY JAIL, TX",11
"7220","SNA","RIO GRANDE DETENTION FACILITY",1
"7221","SNA","ROUND ROCK POLICE DEPARTMENT",1
"7222","SNA","S.C.I SOUTHERN STATE, NEW JERSEY",1
"7223","SNA","S.C.I SOUTHWOODS, NEW JERSEY",1
"7224","SNA","SAA GENERAL AREA, NON-SPECIFIC",3
"7225","SNA","SAC GENERAL AREA, NON-SPECIFIC",3
"7226","SNA","SAN ANTONIO BEXAR COUNTY PROBATION",44
"7227","SNA","SAN ANTONIO FUG OPS  RIVERCITY CAP REFERRAL",9
"7228","SNA","SAN ANTONIO FUG OPS  RIVERCITY CIS REFERRAL LOCATE",1
"7229","SNA","SAN ANTONIO FUG OPS  RIVERCITY COMMAND CENTER",1
"7230","SNA","SAN ANTONIO FUG OPS  RIVERCITY PROBATION AND PAROLE",59
"7231","SNA","SAN ANTONIO FUG OPS ALAMO CAP REFERRAL",1
"7232","SNA","SAN ANTONIO FUG OPS ALAMO COMMAND CENTER",1
"7233","SNA","SAN ANTONIO FUG OPS ALAMO PROBATION AND PAROLE",10
"7234","SNA","SAN ANTONIO FUGITIVE OPERATIONS ALAMO",92
"7235","SNA","SAN ANTONIO FUGITIVE OPERATIONS RIVERCITY",147
"7236","SNA","SAN ANTONIO REFERRAL FROM COMMAND CENTER OR CAP FOR LPR OR RELEASED IN ERROR LEA",1
"7237","SNA","SAN BENITO CITY JAIL, TX",36
"7238","SNA","SAN JUAN CITY JAIL, TX",9
"7239","SNA","SAN SABA COUNTY JAIL, SAN SABA, TEXAS",22
"7240","SNA","SARPY COUNTY JAIL, NE",1
"7241","SNA","SBD GENERAL AREA, NON-SPECIFIC",2
"7242","SNA","SBI/JCART SAN JUAN CITY JAIL, TX",7
"7243","SNA","SBI/JCART STARR COUNTY JAIL, RIO GRANDE CITY, TX",29
"7244","SNA","SBI/JCART WILLACY COUNTY JAIL, RAYMONDVILLE, TX",1
"7245","SNA","SBI/JCART WILLACY COUNTY REGIONAL CORRECTIONAL CENTER, TX",2
"7246","SNA","SBI/VCAS WILLACY COUNTY REGIONAL CORRECTIONAL CENTER, TX",1
"7247","SNA","SEQUATCHIE COUNTY JAIL, TN",1
"7248","SNA","SNA ANTONIO MAGISTRATE COURT HOLDING FACILITY",89
"7249","SNA","SNA GENERAL AREA, NON-SPECIFIC",6581
"7250","SNA","SNS GENERAL AREA, NON-SPECIFIC",1
"7251","SNA","SOMERVELL COUNTY JAIL, SOMERVELL, TEXAS",15
"7252","SNA","SOUTH PADRE ISLAND CITY JAIL, TX",20
"7253","SNA","SPG GENERAL AREA, NON-SPECIFIC",1
"7254","SNA","ST CHARLES COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"7255","SNA","STARR COUNTY JAIL- RIO GRANDE CITY, TX - TX2140000",228
"7256","SNA","STATE COMMUNITY SERVICE JOURDANTON, TEXAS",3
"7257","SNA","STATE COMMUNITY SERVICE KERRVILLE, TEXAS",1
"7258","SNA","STC GENERAL AREA, NON-SPECIFIC",21
"7259","SNA","TAFT FEDERAL CORRECTIONAL INSTITUTION",1
"7260","SNA","TEMPLE, TEXAS",23
"7261","SNA","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",13
"7262","SNA","THREE RIVERS FEDERAL CORRECTIONAL FACILITY",407
"7263","SNA","TRAVIS CO",133
"7264","SNA","TRAVIS COUNTY DARDNER HOUSE, AUSTIN, TEXAS",1
"7265","SNA","TRAVIS COUNTY GARDNER HOUSE, AUSTIN, TEXAS",1
"7266","SNA","TRAVIS COUNTY JAIL (DEL VALLE UNIT) DEL VALLE, TEXAS",1
"7267","SNA","TRAVIS COUNTY JAIL, AUSTIN, TEXAS",1
"7268","SNA","TRAVIS COUNTY JAIL, AUSTIN, TEXAS - TX2270000",1603
"7269","SNA","TRAVIS COUNTY JAIL(DEL VALLE UNIT) DEL VALLE, TEXAS",285
"7270","SNA","TRAVIS COUNTY PROBATION",2
"7271","SNA","TRAVIS STATE JAIL, AUSTIN, TEXAS",3
"7272","SNA","TRC GENERAL AREA, NON-SPECIFIC",334
"7273","SNA","U.S. MARSHAL SERVICE, AUSTIN, TEXAS",124
"7274","SNA","UNITED STATES MARSHAL SERVICE",276
"7275","SNA","US 281 TO FM 493 EXP 83 NORTH TO FM 490",1
"7276","SNA","US HWY 281 EAST TO BROOKS CO LINE TO EAST DRAG",1
"7277","SNA","US HWY 281 EAST TO BROOKS COUNTY LINE, NORTH OF EAST DRAG TO JIM WELLS/BROOKS CO",2
"7278","SNA","US MARSHAL SERVICE - BROWNSVILLE, TX",11
"7279","SNA","US MARSHAL SERVICE - MCALLEN, TX",4
"7280","SNA","USBOP CI-MOSHANNON VALLEY",1
"7281","SNA","USCIS REFERALS",2
"7282","SNA","UVALDE COUNTY JAIL",3
"7283","SNA","VAL VERDE COUNTY JAIL",99
"7284","SNA","VEN GENERAL AREA, NON-SPECIFIC",1
"7285","SNA","VICTORVILLE II-MEDIUM FCI VICTORVILLE, CA",1
"7286","SNA","WACO, TEXAS",480
"7287","SNA","WACO, TX",3
"7288","SNA","WALKINS AT SAN ANTONIO",50
"7289","SNA","WCD General Area",3
"7290","SNA","WCT GENERAL AREA, NON-SPECIFIC",476
"7291","SNA","WEBB COUNTY JAIL",341
"7292","SNA","WEBSTER POLCE DEPT, HARRIS CO, TX",1
"7293","SNA","WESLACO CITY JAIL, TX",13
"7294","SNA","WEST VALLEY DETENTION CENTER (SBSD) RANCHO CUCAMONGA, CA",2
"7295","SNA","Willacy County Correction Center, (BOP) Raymondville, TX",5
"7296","SNA","WILLACY COUNTY JAIL - RAYMONDVILLE, TX - TX2450000",50
"7297","SNA","WILLACY COUNTY REGIONAL CORRECTIONAL CENTER, TX",90
"7298","SNA","WILLACY TDC JAIL, TX",1
"7299","SNA","WILLIAMSON CO.",102
"7300","SNA","WILLIAMSON COUNTY JAIL, GEORGETOWN, TEXAS",470
"7301","SNA","WILSON COUNTY JAIL - TX2470000",43
"7302","SNA","WSO GENERAL AREA, NON-SPECIFIC",21
"7303","SNA","XKW GENERAL AREA, NON-SPECIFIC",1
"7304","SNA","ZAVALA COUNTY JAIL",2
"7305","SNA",NA,4059
"7306","SND","ADELANTO, CA ICE FACILITY",1
"7307","SND","ALTERNATIVES TO DETENTION",81
"7308","SND","AND GENERAL AREA, NON-SPECIFIC",1
"7309","SND","BKI GENERAL AREA, NON-SPECIFIC",1
"7310","SND","CALEXICO BORDER PATROL",14
"7311","SND","CALEXICO WEST PORT OF ENTRY",4
"7312","SND","CALIFORNIA INSTITUTION FOR MEN CHINO, CA",1
"7313","SND","CALIFORNIA REHABILITATION CENTER NORCO, CA",1
"7314","SND","CALIPATRIA STATE PRISON",426
"7315","SND","CAP - PHOENIX POLICE DEPARTMENT",1
"7316","SND","Carlsbad, CA",3
"7317","SND","CAX GENERAL AREA, NON-SPECIFIC",26
"7318","SND","CCA US MARSHALL SAN DIEGO",239
"7319","SND","CENTINELA STATE PRISON",14
"7320","SND","CHI GENERAL AREA, NON-SPECIFIC",1
"7321","SND","CHULA VISTA CITY JAIL",32
"7322","SND","CHULA VISTA POLICE DEPARTMENT",11
"7323","SND","Chula Vista Superior Court, Chula Vista, CA",1
"7324","SND","Chula Vista, CA",11
"7325","SND","CITIZENSHIP AND IMMIGRATION SERVICE",1
"7326","SND","CITY OF CASPER",1
"7327","SND","CNT GENERAL AREA, NON-SPECIFIC",1
"7328","SND","CPT GENERAL AREA, NON-SPECIFIC",142
"7329","SND","CSP FOLSOM",1
"7330","SND","DEFERRED INSPECTIONS OFFICE",1
"7331","SND","Del Mar, CA",1
"7332","SND","DO NOT USE",334
"7333","SND","Documnet Fraud TF, San Diego, CA",1
"7334","SND","DONOVAN STATE PRISON",82
"7335","SND","DVN GENERAL AREA, NON-SPECIFIC",6
"7336","SND","EAST MESA DETENTION FACILITY",339
"7337","SND","EAST MESA JUVENILE DETENTION FACILITY",1
"7338","SND","ECC GENERAL AREA, NON-SPECIFIC",24
"7339","SND","El Cajon, CA",5
"7340","SND","EL CENTRO BORDER PATROL",21
"7341","SND","EL CENTRO GENERAL AREA, NON SPECIFIC",5
"7342","SND","EL CENTRO SECTOR BORDER PATROL",3
"7343","SND","EL CENTRO SERVICE PROCESSING CENTER REPROCESSED CASES",3
"7344","SND","Encinitas, CA",7
"7345","SND","ESCONDIDO POLICE DEPARTMENT",10
"7346","SND","Escondido, CA",67
"7347","SND","FACILITY 8",84
"7348","SND","Fallbrook, CA",9
"7349","SND","FEDCAP-CCA U.S. MARSHALLS",470
"7350","SND","FEDCAP-CHECK CURRENT I-213",30
"7351","SND","FEDCAP-GEO U.S. MARSHALLS",1385
"7352","SND","FEDCAP-MCC",801
"7353","SND","FEDERAL PRISON LOMPOC MEDIUM",1
"7354","SND","FOS GENERAL AREA, NON-SPECIFIC",3
"7355","SND","FUGITIVE OPERATIONS",3
"7356","SND","FUGITIVE OPERATIONS CA STATE",1
"7357","SND","GEO US MARSHALL SAN DIEGO",615
"7358","SND","GEORGE BAILEY DETENTION FACILITY",319
"7359","SND","IMP GENERAL AREA, NON-SPECIFIC",607
"7360","SND","IMPERIAL BEACH SHERIFF OFFICE",2
"7361","SND","Imperial Beach, CA",2
"7362","SND","IMPERIAL COUNTY JAIL",106
"7363","SND","IMPERIAL COUNTY SHERIFF",2
"7364","SND","IMPERIAL COUNTY SHERIFFS OFFICE",44
"7365","SND","JACKSON RANCH (MOUNT SIGNAL ROAD TO WESTSIDE MAIN CANAL)",1
"7366","SND","Joint Terrorism TF, San Diego, CA",3
"7367","SND","KCD GENERAL AREA, NON-SPECIFIC",2
"7368","SND","KEARNY MESA JUVENILE DETENTION FACILITY",2
"7369","SND","La Jolla, CA",1
"7370","SND","La Mesa, CA",1
"7371","SND","LANCASTER COUNTY, SC",1
"7372","SND","LAS COLINAS DETENTION AND REENTRY FACILITY",268
"7373","SND","Lemon Grove, CA",4
"7374","SND","Linda Vista, CA",1
"7375","SND","LOS ANGELES COUNTY GENERAL AREA, NON-SPECIFIC",2
"7376","SND","METROPOLITAN CORRECTIONAL CENTER",567
"7377","SND","Mira Mesa, CA",1
"7378","SND","Narcotics Task Force, San Diego, CA",1
"7379","SND","National City, CA",10
"7380","SND","North County CAP Arrest Team",12
"7381","SND","OCEANSIDE POLICE DEPARTMENT",4
"7382","SND","Oceanside, CA",21
"7383","SND","OTM GENERAL AREA, NON-SPECIFIC",9
"7384","SND","Poway, CA",5
"7385","SND","PROACTIVE CAP",3
"7386","SND","PROBATION AND PAROLE",2
"7387","SND","Rancho Bernardo, CA",1
"7388","SND","SALINE COUNTY JAIL",1
"7389","SND","SAN DIEGO BORDER PATROL",117
"7390","SND","San Diego CAP Arrest Team",8
"7391","SND","SAN DIEGO CENTRAL JAIL",1097
"7392","SND","SAN DIEGO COUNTY SHERIFF'S DEPARTMENT",20
"7393","SND","SAN DIEGO FUGOPS",3254
"7394","SND","SAN DIEGO INSPECTIONS",1682
"7395","SND","SAN DIEGO NON-DETAINED UNIT",54
"7396","SND","San Diego PD Gang TF, San Diego, CA",3
"7397","SND","SAN DIEGO POLICE DEPARTMENT",7
"7398","SND","SAN DIEGO STREET TEAM",2
"7399","SND","San Diego, CA",125
"7400","SND","SAN LUIS REGIONAL DETENTION CENTER",1
"7401","SND","San Marcos, CA",19
"7402","SND","SBD GENERAL AREA, NON-SPECIFIC",3
"7403","SND","SBI/VCAS SAN DIEGO FIELD OFFICE AOR",4
"7404","SND","SEATTLE NON-DETAINED DOCKET",1
"7405","SND","SHAFTER CCF",1
"7406","SND","SLC GENERAL AREA, NON-SPECIFIC",1
"7407","SND","SNA GENERAL AREA, NON-SPECIFIC",1
"7408","SND","SND FEDERAL INSPECTION STATION",25
"7409","SND","SOUTH BAY DETENTION FACILITY",123
"7410","SND","SOUTHERN DESERT CORRECTIONAL CENTER (NDOC)",1
"7411","SND","Spring Valley, CA",5
"7412","SND","STO GENERAL AREA, NON-SPECIFIC",1
"7413","SND","SYS GENERAL AREA, NON-SPECIFIC",9
"7414","SND","TAFT FEDERAL CORRECTIONAL INSTITUTION",1
"7415","SND","Tecate, CA",1
"7416","SND","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",2
"7417","SND","TULARE COUNTY",1
"7418","SND","US Marshals TF",1
"7419","SND","USBOP FCI-MCKEAN",1
"7420","SND","Valley Center, CA",1
"7421","SND","VCAS - CAP REFERRAL",58
"7422","SND","VCAS IMPERIAL STREET TEAM",2
"7423","SND","VEN GENERAL AREA, NON-SPECIFIC",2
"7424","SND","VISTA DETENTION FACILITY",968
"7425","SND","Vista Superior Court, Vista, CA",1
"7426","SND","Vista, CA",51
"7427","SND","WASHINGTON COUNTY JAIL",1
"7428","SND","YUMA BORDER PATROL REPROCESSED CASE",1
"7429","SND","YUMA COUNTY JAIL",1
"7430","SND",NA,1352
"7431","SPM","ADAIR COUNTY IOWA",2
"7432","SPM","ADAMS COUNTY CORRECTIONAL CENTER, NATCHEZ, MS",1
"7433","SPM","ADAMS COUNTY IOWA",1
"7434","SPM","ADAMS COUNTY JAIL, NE",8
"7435","SPM","ALLAMAKEE COUNTY JAIL, IA",15
"7436","SPM","ANOKA COUNTY JAIL, MN",159
"7437","SPM","ANOKA COUNTY WORK RELEASE, MN",9
"7438","SPM","BARNES CO CORRECTIONAL FACILITY,VALLEY CITY, ND",1
"7439","SPM","BEADLE CO REGIONAL CORR. CENT., HURON, SD",79
"7440","SPM","BECKER COUNTY JAIL, MN",5
"7441","SPM","BELL FOURCHE, SOUTH DAKOTA",2
"7442","SPM","BELTRAMI COUNTY JAIL, MN",1
"7443","SPM","BENTON COUNTY JAIL, IA",9
"7444","SPM","BENTON COUNTY JAIL, MN",15
"7445","SPM","BERKS COUNTY FAMILY SHELTER",2
"7446","SPM","BLACKHAWK COUNTY JAIL, IA",67
"7447","SPM","BLOOMINGTON POLICE DEPARTMENT, MN",42
"7448","SPM","BLUE EARTH COUNTY JAIL, MN",28
"7449","SPM","BOX BUTTE COUNTY JAIL, NE",2
"7450","SPM","BREMER COUNTY JAIL, IA",30
"7451","SPM","BROOKINGS CO JAIL, BROOKINGS, SD",47
"7452","SPM","BROOKLYN CENTER PD, MN",1
"7453","SPM","BROOKLYN PARK PD, MN",1
"7454","SPM","BROWN CO JAIL, ABERDEEN, SD",9
"7455","SPM","BROWN COUNTY JAIL, MN",3
"7456","SPM","BRULE CO JAIL, CHAMBERLAIN, SD",3
"7457","SPM","BSC GENERAL AREA, NON-SPECIFIC",1
"7458","SPM","BUCHANAN COUNTY JAIL, IA",11
"7459","SPM","BUFFALO COUNTY JAIL, NE",18
"7460","SPM","BURLEIGH COUNTY JAIL, ND",19
"7461","SPM","BUTLER COUNTY IOWA",2
"7462","SPM","BUTLER COUNTY JAIL, NE",23
"7463","SPM","C - EAU CLAIRE COUNTY JAIL",2
"7464","SPM","CAP - DEPARTMENT OF CORRECTIONS, NEVADA",1
"7465","SPM","CAP - IOWA MEDICAL & CLASSIFICATION CENTER, IA STATE",2
"7466","SPM","CAP ADOC TUCSON AZ STATE",1
"7467","SPM","CAP DUTY AGENT ENCOUNTERS",2
"7468","SPM","CAP-ANTELOPE COUNTY JAIL, IA STATE",5
"7469","SPM","CAP-BUENA VISTA COUNTY JAIL, IA STATE",31
"7470","SPM","CAP-CARROLL COUNTY JAIL, IA STATE",10
"7471","SPM","CAP-CHEROKEE COUNTY LAW CENTER, IA STATE",3
"7472","SPM","CAP-CLAY COUNTY JAIL, IA STATE",27
"7473","SPM","CAP-CRAWFORD COUNTY JAIL, IA STATE",29
"7474","SPM","CAP-DAKOTA COUNTY JAIL, NE STATE",65
"7475","SPM","CAP-DICKENSON COUNTY JAIL, IA STATE",16
"7476","SPM","CAP-DIXON COUNTY JAIL, NE STATE",30
"7477","SPM","CAP-EMMET COUNTY JAIL, IA STATE",10
"7478","SPM","CAP-HUMBOLDT COUNTY JAIL, IA STATE",13
"7479","SPM","CAP-IDA COUNTY JAIL, IA STATE",1
"7480","SPM","CAP-KOSSUTH COUNTY JAIL, IA STATE",2
"7481","SPM","CAP-LYON COUNTY JAIL, IA STATE",7
"7482","SPM","CAP-MADISON COUNTY JAIL, NE STATE",20
"7483","SPM","CAP-MONONA COUNTY JAIL, IA STATE",4
"7484","SPM","CAP-O'BRIEN COUNTY JAIL, IA STATE",31
"7485","SPM","CAP-OSCEOLA COUNTY JAIL, IA STATE",9
"7486","SPM","CAP-PALO ALTO COUNTY JAIL, IA STATE",3
"7487","SPM","CAP-PIERCE COUNTY JAIL, NE STATE",2
"7488","SPM","CAP-PLYMOUTH COUNTY JAIL, IA STATE",22
"7489","SPM","CAP-POCAHONTAS COUNTY JAIL, IA STATE",1
"7490","SPM","CAP-SIOUX COUNTY JAIL, IA STATE",80
"7491","SPM","CAP-THURSTON COUNTY JAIL, NE STATE",18
"7492","SPM","CAP-WAYNE COUNTY JAIL, NE STATE",1
"7493","SPM","CAP-WOODBURY COUNTY JAIL, IA STATE",192
"7494","SPM","CARVER COUNTY JAIL, MN",43
"7495","SPM","CASS COUNTY CORRECTIONAL FACILITY, IA",5
"7496","SPM","CASS COUNTY JAIL, MN",1
"7497","SPM","CASS COUNTY JAIL, ND",76
"7498","SPM","CASS COUNTY JAIL, NE",38
"7499","SPM","CEDAR COUNTY JAIL, IA",9
"7500","SPM","CERRO GORDO COUNTY IOWA",17
"7501","SPM","CHARLES MIX CO JAIL, LAKE ANDES, SD",2
"7502","SPM","CHASE COUNTY JAIL, NE",6
"7503","SPM","CHEYENNE COUNTY JAIL, NE",4
"7504","SPM","CHICKASAW COUNTY JAIL, IA",7
"7505","SPM","CHIPPEWA COUNTY JAIL, MN",16
"7506","SPM","CHISAGO COUNTY JAIL, MN",1
"7507","SPM","CLARINDA CORRECTIONAL FACILITY, IA",1
"7508","SPM","CLARKE COUNTY IOWA",13
"7509","SPM","CLAY CO JAIL, VERMILLION, SD",1
"7510","SPM","CLAY COUNTY JAIL, MN",13
"7511","SPM","CLAYTON COUNTY JAIL, IA",7
"7512","SPM","CLINTON COUNTY JAIL",1
"7513","SPM","CLINTON COUNTY JAIL, IA",8
"7514","SPM","CODINGTON CO DET CENT, WATERTOWN, SD",27
"7515","SPM","COMM CORRECTIONAL CENTER-OMAHA, NE",7
"7516","SPM","COOK COUNTY JAIL, MN",2
"7517","SPM","CORSON COUNTY JAIL, MCINTOSH, SD",3
"7518","SPM","COTTONWOOD CO JAIL, WINDOM, MN",17
"7519","SPM","COTTONWOOD COUNTY JAIL, MN",1
"7520","SPM","CRI GENERAL AREA, NON-SPECIFIC",427
"7521","SPM","CROW WING COUNTY JAIL, MN",2
"7522","SPM","CROW WING COUNTY, MN",3
"7523","SPM","DAK GENERAL AREA, NON-SPECIFIC",14
"7524","SPM","DAKOTA COUNTY JAIL, MN",288
"7525","SPM","DAKOTA WOMENS CORRECTIONN AND REHAB CENTER,ND",1
"7526","SPM","DALLAS COUNTY IOWA",25
"7527","SPM","DAVISON CO JAIL, MITCHELL, SD",32
"7528","SPM","DAWES COUNTY JAIL, NE",2
"7529","SPM","DAWSON COUNTY JAIL, NE",76
"7530","SPM","DAY CO JAIL, WEBSTER, SD",3
"7531","SPM","DEADWOOD, SOUTH DAKOTA",2
"7532","SPM","DELAWARE COUNTY JAIL, IA",13
"7533","SPM","DESMOINES COUNTY JAIL, IA",5
"7534","SPM","DEWEY COUNTY JAIL, TIMBER LAKE, SD",2
"7535","SPM","DIAGNOSTIC & EVALUATION CENTER, NE",49
"7536","SPM","DODGE COUNTY CORRECTIONS DEPARTMENT, NE",27
"7537","SPM","DOUGLAS COUNTY JAIL, MN",7
"7538","SPM","DOUGLAS COUNTY JAIL, NE",477
"7539","SPM","DSM GENERAL AREA, NON-SPECIFIC IOWA",298
"7540","SPM","DUBUQUE COUNTY JAIL, IA",20
"7541","SPM","DUBUQUE RESIDENTIAL FACILITY, IA",2
"7542","SPM","DUNDY COUNTY JAIL, NE",1
"7543","SPM","EAST CENTRAL REGIONAL JUVENILE CENTER ANOKA CO, MN",1
"7544","SPM","EDINA POLICE DEPARTMENT - MINNESOTA",2
"7545","SPM","EDMUNDS CO JAIL, IPSWICH, SD",1
"7546","SPM","FALL RIVER COUNTY JAIL, HOT SPRINGS, SD",2
"7547","SPM","FARIBAULT COUNTY JAIL, MN",9
"7548","SPM","FAYETTE COUNTY JAIL, IA",28
"7549","SPM","FCI SANDSTONE- MN",15
"7550","SPM","FCI WASECA- MN",136
"7551","SPM","FILLMORE COUNTY JAIL, NE",1
"7552","SPM","FLOYD COUNTY JAIL, IA",4
"7553","SPM","FMC ROCHESTER- MN",35
"7554","SPM","FRANKLIN COUNTY IOWA",22
"7555","SPM","FREEBORN COUNTY JAIL, MN",16
"7556","SPM","FREMONT COUNTY JAIL, IA",1
"7557","SPM","FUGITIVE OPERATIONS IOWA",779
"7558","SPM","FURNAS COUNTY JAIL, NE",1
"7559","SPM","GAGE COUNTY JAIL, NE",4
"7560","SPM","GOODHUE COUNTY JAIL, MN",17
"7561","SPM","GRAND FORKS COUNTY CORRECTIONAL CENTER, ND",1
"7562","SPM","GRAND FORKS COUNTY CORRECTIONS CENTER, ND",17
"7563","SPM","GRAND FORKS COUNTY JUVENILE DETENTION, ND",1
"7564","SPM","GRAND FORKS ICE ERO OFFICE, ND",49
"7565","SPM","GRANT CO MILBANK DET CENTR, MILBANK, SD",5
"7566","SPM","GREENE COUNTY IOWA",2
"7567","SPM","GRF GENERAL AREA, NON-SPECIFIC",237
"7568","SPM","GRI GENERAL AREA, NON-SPECIFIC",225
"7569","SPM","GUTHRIE COUNTY IOWA",3
"7570","SPM","HALL CITY/COUNTY PUBLIC SAFETY CENTER, NE",49
"7571","SPM","HALL COUNTY DEPARTMENT OF CORRECTIONS",124
"7572","SPM","HAMILTON COUNTY IOWA",34
"7573","SPM","HAMILTON COUNTY JAIL, NE",6
"7574","SPM","HANCOCK COUNTY JAIL, IA IOWA",5
"7575","SPM","HARDIN COUNTY IOWA",11
"7576","SPM","HARLAN COUNTY JAIL, NE",1
"7577","SPM","HARRISON COUNTY JAIL, IA",4
"7578","SPM","HENNEPIN COUNTY ADULT DETENTION CENTER, MN",878
"7579","SPM","HENNEPIN COUNTY JUVENILE DETENTION CENTER",2
"7580","SPM","HENNEPIN COUNTY WORKHOUSE, MN",50
"7581","SPM","HENRY COUNTY JAIL, IA",32
"7582","SPM","HILL CITY, SOUTH DAKOTA",2
"7583","SPM","HNT GENERAL AREA, NON-SPECIFIC",1
"7584","SPM","HOLT COUNTY JAIL, NE",15
"7585","SPM","HOWARD COUNTY JAIL, IA",1
"7586","SPM","HUBBARD COUNTY JAIL, MN",5
"7587","SPM","HUGHES CO JAIL, PIERRE, SD",5
"7588","SPM","IA PROBATION DISRICT 3",3
"7589","SPM","IA PROBATION DISTRICT 4",1
"7590","SPM","IA PROBATION DISTRICT 6",2
"7591","SPM","IA PROBATION DISTRICT 7",1
"7592","SPM","IOWA CORRECTIONAL INSTITUTION FOR WOMEN, IA",2
"7593","SPM","IOWA COUNTY JAIL, IA",8
"7594","SPM","IOWA MEDICAL AND CLASSIFICATION CENTER, IA",147
"7595","SPM","ISANTI COUNTY JAIL, MN",5
"7596","SPM","ITASCA COUNTY JAIL, MN",1
"7597","SPM","JACKSON CO JAIL, JACKSON, MN",4
"7598","SPM","JACKSON COUNTY JAIL, IA",2
"7599","SPM","JAK GENERAL AREA, NON-SPECIFIC",1
"7600","SPM","JAMES RIVER CORRECTIONAL CENTER,ND",12
"7601","SPM","JASPER COUNTY IOWA",14
"7602","SPM","JEFFERSON COUNTY JAIL, IA",4
"7603","SPM","JEFFERSON COUNTY JAIL, NE",3
"7604","SPM","JNA GENERAL AREA, NON-SPECIFIC",2
"7605","SPM","JOHNSON COUNTY JAIL, IA",111
"7606","SPM","JONES COUNTY JAIL, IA",5
"7607","SPM","KANDIYOHI COUNTY JAIL, MN",60
"7608","SPM","KEITH COUNTY JAIL, NE",2
"7609","SPM","KEOKUK COUNTY JAIL, IA",1
"7610","SPM","KOOCHICHING COUNTY LAW ENFORCEMENT CENTER, MN",1
"7611","SPM","LAKE CO JAIL, MADISON, SD",10
"7612","SPM","LAKE REGIONAL LAW ENFORCEMENT CENTER, ND",4
"7613","SPM","LANCASTER COUNTY JAIL, NE",163
"7614","SPM","LAWRENCE COUNTY JAIL, DEADWOOD, SD",6
"7615","SPM","LE SUEUR COUNTY JAIL, MN",13
"7616","SPM","LINCOLN CO JAIL, IVANHOE, MN",2
"7617","SPM","LINCOLN CORRECTIONAL CENTER, NE",4
"7618","SPM","LINCOLN COUNTY JAIL, NE",5
"7619","SPM","LINN COUNTY JAIL, IA",159
"7620","SPM","LOUISA COUNTY JAIL, IA",4
"7621","SPM","LUCAS COUNTY IOWA",1
"7622","SPM","LVG GENERAL AREA, NON-SPECIFIC",1
"7623","SPM","LYON COUNTY JAIL, IA",1
"7624","SPM","LYON COUNTY LAW ENFORCEMENT CENTER, MN",9
"7625","SPM","MADISON COUNTY IOWA",2
"7626","SPM","MAHASKA COUNTY IOWA",6
