"","apprehension_landmark","total"
"6550","UNION COUNTY JAIL, KY",1
"6551","UNION COUNTY JAIL, TN",3
"6552","UNION COUNTY PD",22
"6553","UNION COUNTY PRISON",2
"6554","UNION COUNTY PROSECUTOR REFERRAL",1
"6555","UNION COUNTY, GA",3
"6556","UNION COUNTY, MS",1
"6557","UNION COUNTY, NC",46
"6558","UNION PD",17
"6559","UNITED STATE OFFICE OF PAROLE AND PROBATION",3
"6560","UNITED STATES MARSHAL SERVICE",276
"6561","UNITED STATES MARSHAL SERVICE CAMDEN",2
"6562","UNITED STATES MARSHAL SERVICE TRENTON",11
"6563","UNITED STATES MARSHALL SERVICE",107
"6564","UNITED STATES MARSHALL SERVICE SALT LAKE",3
"6565","UNITED STATES MARSHALS SERVICE",26
"6566","UNITED STATES MARSHALS SERVICE (MULTNOMAH COUNTY)",143
"6567","UNITED STATES PENITENTIARY - POLLOCK",9
"6568","UNITED STATES PRETRAIL SERVICES OFFICE, BROWNSVILLE, TX",1
"6569","UNITED STATES PRETRAIL SERVICES OFFICE, HOUSTON, TX",2
"6570","UNITED STATES PRISON (BOP), INDIANA",45
"6571","UNITED STATES PROBATION & PAROLE",9
"6572","UNITED STATES PROBATION OFFICE, VICTORIA, TX",2
"6573","UNITED STATES PTOBATION",13
"6574","UNIVERSITY PARK POLICE DEPARTMENT",3
"6575","UPSHUR COUNTY CRIM AT LARGE",6
"6576","UPSHUR COUNTY NON CRIM",7
"6577","UPSHUR COUNTY PROBATION",8
"6578","UPSHUR COUNTY SHERIFFS OFFICE",8
"6579","UPSON COUNTY, GA",3
"6580","UPTON COUNTY JAIL",4
"6581","US 281 TO FM 493 EXP 83 NORTH TO FM 490",1
"6582","US CITIZENSHIP & IMMIGRATION SERVICES, MOUNT LAUREL",4
"6583","US DISTRICT COURT",98
"6584","US DISTRICT COURT EASTERN DISTRICT, MISSOURI (USMS, PROB)",14
"6585","US DISTRICT COURT SOUTHERN ILLINOIS (USMS, PROB)",14
"6586","US HWY 281 EAST TO BROOKS CO LINE TO EAST DRAG",1
"6587","US HWY 281 EAST TO BROOKS COUNTY LINE, NORTH OF EAST DRAG TO JIM WELLS/BROOKS CO",2
"6588","US MARSHAL SERVICE - BROWNSVILLE, TX",11
"6589","US MARSHAL SERVICE - MCALLEN, TX",4
"6590","US MARSHAL SERVICE, N DIST OF TEXAS",25
"6591","US MARSHAL SERVICE, PIERRE, SD",5
"6592","US MARSHAL SERVICE, RAPID CITY, SD",25
"6593","US MARSHAL SERVICE, SIOUX FALLS, SD",71
"6594","US MARSHALL'S EASTERN DISTRICT OK",1
"6595","US MARSHALLS",9
"6596","US MARSHALS - COLUMBIA, SC",21
"6597","US MARSHALS SERVICE, ND",129
"6598","US Marshals TF",1
"6599","US MARSHALS, DETROIT, MICHIGAN",5
"6600","US MARSHALS, GRAND RAPIDS, MICHIGAN",3
"6601","US MARSHALS, MN",14
"6602","US MEDICAL CENTER FOR FEDERAL PRISONERS, MISSOURI",38
"6603","US PROBATION FORT LAUDERDALE, FL",2
"6604","US PROBATION KENDALL, FL",2
"6605","US PROBATION KEY WEST, FL",4
"6606","US PROBATION MIAMI COURTHOUSE",5
"6607","US PROBATION MIAMI LAKES, FL",2
"6608","US PROBATION OFFICE - PENSACOLA, FL",1
"6609","US-MARSHALL MIDDLE DISTRICT MONTGOMERY AL STATE",8
"6610","USBOP CI-MOSHANNON VALLEY",3538
"6611","USBOP FCI-ALLENWOOD",218
"6612","USBOP FCI-BECKLEY",60
"6613","USBOP FCI-GILMER",163
"6614","USBOP FCI-LORETTO",55
"6615","USBOP FCI-MCKEAN",210
"6616","USBOP FCI-SCHUYLKILL",86
"6617","USBOP FDC-PHILADELPHIA",83
"6618","USBOP LSCI-ALLENWOOD",132
"6619","USBOP USP-ALLENWOOD",26
"6620","USBOP USP-CANAAN",79
"6621","USBOP USP-HAZELTON",417
"6622","USBOP USP-LEWISBURG",28
"6623","USBP INDIO STATION, CA",3
"6624","USCIS - CHARLESTON",1
"6625","USCIS ARREST",11
"6626","USCIS BOSTON, MA",4
"6627","USCIS LAWRENCE, MA",2
"6628","USCIS REFERALS",2
"6629","USICE MARLTON HOLDING CELL",28
"6630","USM OFFICE - ANY",1
"6631","USMS - DISTRICT OF WEST VIRGINIA",19
"6632","USMS - EASTERN DISTRICT OF PENNSYLVANIA",16
"6633","USMS - GREAT FALLS",3
"6634","USMS - MISSOULA",2
"6635","USMS CAMDEN",1
"6636","USMS CINCINNATI, OH",1
"6637","USMS DAYTON, OH",3
"6638","USMS EASTERN DISTRICT OF KY",105
"6639","USMS Montana",1
"6640","USMS NEWARK",53
"6641","USMS Northern District of Indiana",2
"6642","USMS NW Dist FL Pensacola",7
"6643","USMS Southern Dist AL Mobile, AL",1
"6644","USMS Southern District of Indiana",5
"6645","USMS TRENTON",2
"6646","USMS WESTERN DISTRICT OF KY",71
"6647","USP ATLANTA, ATLANTA, GA",168
"6648","USP BIG SANDY, KY",9
"6649","UTAH COUNTY JAIL - UT",617
"6650","UTAH STATE PRISON",84
"6651","UTICA CITY POLICE DEPARTMENT",8
"6652","UTICA FUGOPS",2
"6653","UTICA, MICHIGAN",7
"6654","UVALDE COUNTY JAIL",3
"6655","UXBRIDGE DISTRICT COURT",2
"6656","VA BEACH CITY JAIL",214
"6657","VADO, NEW MEXICO",1
"6658","VAL VERDE COUNTY JAIL",99
"6659","VALDEZ JAIL",1
"6660","VALDOSTA PROBATION OFFICE",2
"6661","VALDOSTA, GA",10
"6662","VALENCIA COUNTY DETENTION CENTER, LOS LUNAS, NM",6
"6663","Valley Center, CA",1
"6664","VALLEY COUNTY JAIL ID",5
"6665","VALLEY PARK POLICE DEPARTMENT, MISSOURI",1
"6666","VALLEY STATE PRISON FOR WOMEN",45
"6667","VAN BUREN COUNTY DISTRICT COURT PROBATION",2
"6668","VAN BUREN COUNTY JAIL",9
"6669","VAN BUREN COUNTY JAIL, PAW PAW, MI",64
"6670","VAN BUREN COUNTY JAIL, TN",3
"6671","VAN BUREN TWP POLICE DEPARTMENT",20
"6672","VAN WERT COUNTY JAIL",1
"6673","VAN ZANDT COUNTY GENERAL AREA",2
"6674","VAN ZANDT COUNTY JAIL",11
"6675","VAN ZANDT COUNTY NON CRIM",1
"6676","VAN ZANDT COUNTY PROBATION",14
"6677","VAN ZANDT COUNTY SHERIFFS OFFICE",33
"6678","VAN ZANDT CRIM AT LARGE",2
"6679","VANCE CO PROBATION HENDERSON",1
"6680","VANCE COUNTY FUGITIVE OPERATIONS",13
"6681","VANCE COUNTY JAIL",14
"6682","VANDERBURGH COUNTY SHERIFF'S OFFICE, EVANSVILLE, IN",55
"6683","VCAS - CAP REFERRAL",58
"6684","VCAS - QUEENS CENTRAL BOOKING, NY STATE",5
"6685","VCAS COCHISE COUNTY JAIL AZ STATE",1
"6686","VCAS IMPERIAL STREET TEAM",2
"6687","VCAS PIMA COUNTY JAIL AZ STATE",2
"6688","VCAS STREET ARREST",61
"6689","VCAS STREET ARREST ALBUQUERQUE VCAS",25
"6690","VCAS STREET ARREST CA STATE",2
"6691","VCAS TUCSON SUB OFFICE CALL IN AZ STATE",1
"6692","VCAS US MARSHALS",1
"6693","VCAS-FACILITY ARREST NY",30
"6694","VCAS-OTHER STREET ARREST",2
"6695","VCAS-PROBATION AND PAROLE",6
"6696","VCAS-STREET ARREST",2
"6697","VCAS-STREET ARREST NY STATE",1
"6698","VCAS2 - STREET ARREST",1
"6699","VEGA ALTA REGIONAL JAIL",2
"6700","VEN GENERAL AREA, NON-SPECIFIC",919
"6701","VENANGO COUNTY PRISON",5
"6702","VENTURA COUNTY JAIL, VENTURA CA",1004
"6703","VENTURA COUNTY PROBATION OFFICE",1
"6704","VENTURA FUGITIVE OPERATIONS",949
"6705","VENTURA FUGITIVE OPERATIONS, CA",1
"6706","VENTURA YOUTH CORRECTIONAL FACILITY,CAMARILLO CA",2
"6707","VERNON COUNTY SHERIFFS OFFICE, MISSOURI",9
"6708","VERNON PARISH JAIL",1
"6709","VERNON, CT",6
"6710","VERONA PD",1
"6711","VICTORIA COUNTY PROBATION, VICTORIA, TX",15
"6712","VICTORIA POLICE DEPT, VICTORIA COUNTY, TX",64
"6713","VICTORIA, TEXAS",7
"6714","VICTORVILLE II-MEDIUM FCI VICTORVILLE, CA",1423
"6715","VICTORVILLE JAIL (SBSD) VICTORVILLE, CA",2
"6716","VICTORVILLE US PRISON VICTORVILLE, CA",127
"6717","VIENNA, GA",1
"6718","VIGO COUNTY SHERIFF'S OFFICE, TERRE HAUTE, INDIANA",9
"6719","VILLA RICA, GA",2
"6720","VINELAND POLICE DEPARTMENT",25
"6721","VIOLENT CRIMINAL ALIEN SECTION",1
"6722","VIOLENT CRIMINAL ALIEN SECTION (CAP)",8
"6723","VIOLENT CRIMINAL ALIEN SECTION (LEAR)",2
"6724","VIOLENT CRIMINAL ALIEN SECTION (SECURE COMMUNITY)",3
"6725","VIOLENT CRIMINAL ALIEN SECTION ARREST",13
"6726","VIRGINIA BEACH CITY JAIL - VA",1
"6727","VIRGINIA BEACH CITY POLICE VA",8
"6728","VIRGINIA BEACH, VIRGINIA",20
"6729","VIRGINIA PENINSULA REGIONAL JAIL - VA",1
"6730","VIRGINIA PENINSULA REGIONAL JAIL VA",71
"6731","VIRGINIA PENINSULA REGIONAL JAIL-VA",1
"6732","VISTA DETENTION FACILITY",968
"6733","Vista Superior Court, Vista, CA",1
"6734","Vista, CA",51
"6735","VVS GENERAL AREA, NON-SPECIFIC",267
"6736","W DIST OK OKLAHOMA CITY DIV BECKHAM CO PROBATION",1
"6737","W DIST OK OKLAHOMA CITY DIV CADDO CO CRIM AT LARGE",15
"6738","W DIST OK OKLAHOMA CITY DIV CADDO CO PROBATION",1
"6739","W DIST OK OKLAHOMA CITY DIV CANADIAN CO CRIM AT LARGE",3
"6740","W DIST OK OKLAHOMA CITY DIV CLEVELAND CO CRIM AT LARGE",4
"6741","W DIST OK OKLAHOMA CITY DIV CLEVELAND CO P&P AT LARGE",1
"6742","W DIST OK OKLAHOMA CITY DIV COMANCHE CO CRIM AT LARGE",1
"6743","W DIST OK OKLAHOMA CITY DIV CRIM AT LARGE",2
"6744","W DIST OK OKLAHOMA CITY DIV CUSTER CO CRIM AT LARGE",1
"6745","W DIST OK OKLAHOMA CITY DIV CUSTER CO P&P AT LARGE",1
"6746","W DIST OK OKLAHOMA CITY DIV GARFIELD CO AT LARGE",1
"6747","W DIST OK OKLAHOMA CITY DIV GARFIELD CO CRIM AT LARGE",6
"6748","W DIST OK OKLAHOMA CITY DIV JACKSON CO CRIM AT LARGE",3
"6749","W DIST OK OKLAHOMA CITY DIV KINGFISHER CO CRIM AT LARGE",1
"6750","W DIST OK OKLAHOMA CITY DIV LINCOLN CO CRIM AT LARGE",1
"6751","W DIST OK OKLAHOMA CITY DIV OKLAHOMA CO CRIM AT LARGE",2
"6752","W DIST OK OKLAHOMA CITY DIV OKLAHOMA CO NON CRIM",1
"6753","W DIST OK OKLAHOMA CITY DIV OKLAHOMA CO P&P AT LARGE",5
"6754","W DIST OK OKLAHOMA CITY DIV PAYNE CO AT LARGE",2
"6755","W DIST OK OKLAHOMA CITY DIV PAYNE CO CRIM AT LARGE",2
"6756","W DIST OK OKLAHOMA CITY DIV POTTOWATOMIE CO CRIM A LRG",1
"6757","W DIST OK OKLAHOMA CITY DIV STEPHENS CO CRIMA AT LARGE",1
"6758","W DIST OK OKLAHOMA CITY DIV TEXAS CO CRIM AT LARGE",2
"6759","W DIST OK OKLAHOMA CITY DIV WOODS CO CRIM AT LARGE",1
"6760","W DIST OK OKLAHOMA DIV LOGAN CO CRIM AT LARGE",1
"6761","WABASH COUNTY SHERIFF'S OFFICE, INDIANA",3
"6762","WABASHA COUNTY JAIL, MN",13
"6763","WABAUNSEE COUNTY SHERIFFS OFFICE KANSAS",3
"6764","WACO, TEXAS",480
"6765","WACO, TX",3
"6766","WAGONER COUNTY JAIL",23
"6767","WAKE CO PROBATION 316 FAYETTEVILLE ST RALEIGH",1
"6768","WAKE COUNTY FUGITIVE OPERATIONS",236
"6769","WAKE COUNTY JAIL",1253
"6770","Wake County Jail 287(g)",163
"6771","WAKE COUNTY JAIL 287(G)",55
"6772","WAKE COUNTY SHERIFF",16
"6773","WALDWICK PD",2
"6774","WALK-IN SALT LAKE CITY OFFICE",8
"6775","WALKER CORRECTIONAL INSTITUTION, SUFFIELD, CT",5
"6776","WALKER COUNTY JAIL, HUNTSVILLE, TX",40
"6777","WALKER COUNTY PROBATION, HUNTSVILLE, TX",17
"6778","WALKER COUNTY, GA",7
"6779","WALKINS AT SAN ANTONIO",50
"6780","WALL TWP PD",3
"6781","WALLA WALLA CO. JAIL",40
"6782","WALLACE COUNTY SHERIFFS OFFICE, SHARON SPRINGS, KANSAS",1
"6783","WALLED LAKE, MICHIGAN",3
"6784","WALLENS RIDGE STATE PRISON-VA",2
"6785","WALLER CO SO, HEMPSTEAD, TX",22
"6786","WALLER COUNTY JAIL, HEMPSTEAD, TX",90
"6787","WALLER COUNTY PROBATION, HEMPSTEAD, TX",1
"6788","WALLER, TEXAS",12
"6789","WALLINGFORD, CT",1
"6790","WALLINGTON PD",5
"6791","WALSH COUNTY JAIL, ND",4
"6792","WALTHALL COUNTY, MS",1
"6793","WALTHAM DISTRICT COURT",43
"6794","WALTHAM POLICE DEPT",20
"6795","WALTON COUNTY DOC, FL",37
"6796","WALTON COUNTY, GA",13
"6797","WANAQUE BOROUGH PD",5
"6798","WAPATO CITY PD",31
"6799","WAPELLO COUNTY IOWA",26
"6800","WARD COUNTY JAIL, ND",17
"6801","WARD COUNTY LAW ENFORCEMENT CENTER",8
"6802","WARE COUNTY, GA",28
"6803","WAREHAM DISTRICT COURT",2
"6804","WARNER ROBINS, GA",34
"6805","WARREN COUNTY",3
"6806","WARREN COUNTY DETENTION CTR, KY",155
"6807","WARREN COUNTY FUGITIVE OPERATIONS",3
"6808","WARREN COUNTY IOWA",11
"6809","WARREN COUNTY JAIL",23
"6810","WARREN COUNTY JAIL - VA",7
"6811","WARREN COUNTY JAIL, TN",33
"6812","WARREN COUNTY SHERIFF'S DEPARTMENT, MISSOURI",3
"6813","WARREN COUNTY SHERIFFS OFFICE",1
"6814","WARREN COUNTY, MS",4
"6815","WARREN TWP PD",2
"6816","WARREN, MICHIGAN",23
"6817","WARRICK COUNTY SHERIFF'S OFFICE, INDIANA",4
"6818","WARSAW POLICE DEPARTMENT",2
"6819","WAS GENERAL AREA, NON-SPECIFIC",2530
"6820","WASATCH COUNTY JAIL - UT",71
"6821","WASCO STATE PRISON",229
"6822","WASECA COUNTY JAIL, MN",3
"6823","WASHAKIE COUNTY JAIL, WORLAND, WYOMING",1
"6824","WASHAKIE COUNTY WYOMING",2
"6825","WASHBURN COUNTY JAIL, WI",1
"6826","WASHINGTON  CO KS",1
"6827","Washington Correction Center for Women",17
"6828","WASHINGTON CORRECTIONS CENTER (Shelton)",146
"6829","Washington County",1
"6830","WASHINGTON COUNTY",3
"6831","Washington County 287(g)",122
"6832","WASHINGTON COUNTY CORRECTIONAL FACILITY",2
"6833","WASHINGTON COUNTY DETENTION CENTER",2
"6834","WASHINGTON COUNTY DISTRICT/CIRCUIT COURT",2
"6835","WASHINGTON COUNTY FUGITIVE OPERATIONS",1
"6836","Washington County Jail",7
"6837","WASHINGTON COUNTY JAIL",233
"6838","WASHINGTON COUNTY JAIL ID",14
"6839","WASHINGTON COUNTY JAIL-VA",1
"6840","WASHINGTON COUNTY JAIL, AL",1
"6841","WASHINGTON COUNTY JAIL, BRENHAM, TX",20
"6842","WASHINGTON COUNTY JAIL, IA",20
"6843","WASHINGTON COUNTY JAIL, MN",71
"6844","WASHINGTON COUNTY JAIL, NE",4
"6845","WASHINGTON COUNTY JAIL, TN",107
"6846","WASHINGTON COUNTY JAIL, UT",313
"6847","WASHINGTON COUNTY MD",26
"6848","Washington County Probation",2
"6849","WASHINGTON COUNTY PROBATION, BRENHAM, TX",2
"6850","WASHINGTON COUNTY SHERIFF, ILLINOIS",4
"6851","WASHINGTON COUNTY SHERIFF'S DEPARTMENT, MISSOURI",1
"6852","WASHINGTON COUNTY SHERIFF'S OFFICE, INDIANA",1
"6853","WASHINGTON COUNTY SHERIFFS OFFICE",3
"6854","WASHINGTON COUNTY SHERIFFS OFFICE KANSAS",2
"6855","WASHINGTON COUNTY, GA",2
"6856","WASHINGTON COUNTY, MS",5
"6857","WASHINGTON STATE PENITENTIARY",44
"6858","WASHINGTON STATE REFORMATORY",1
"6859","WASHINGTON TOWNSHIP POLICE DEPARTMENT",5
"6860","WASHINGTON TOWNSHIP POLICE DEPARTMENT MERCER COUNTY",4
"6861","WASHINGTON TWP PD",1
"6862","WASHINGTON, COUNTY JAIL, BRENHAM, TX",14
"6863","WASHITA COUNTY JAIL",1
"6864","WASHTENAW COUNTY JAIL, ANN ARBOR, MI",25
"6865","WATAUGA COUNTY JAIL",6
"6866","WATAUGA JAIL",1
"6867","WATCHUNG PD",6
"6868","WATERBURY JUDICIAL MARSHAL'S LOCKUP",3
"6869","WATERBURY, CT",29
"6870","WATERBURY, CT POLICE DEPARTMENT",5
"6871","WATERFORD PAROLE OFFICE, WATERFORD",1
"6872","WATERFORD POLICE DEPARTMENT",1
"6873","WATERFORD, MICHIGAN",19
"6874","WATERTOWN POLICE DEPARTMENT",1
"6875","WATKINSVILLE, GA",3
"6876","WATONWAN COUNTY JAIL, MN",38
"6877","WAUBAUNSEE CO KS",1
"6878","WAXAHACHIE POLICE DEPARTMENT",3
"6879","WAYNE CO PROBATION 109 ORMOND AVE GOLDSBORO",1
"6880","WAYNE COUNTY",6
"6881","WAYNE COUNTY - ANDREW BAIRD DETENTION, DETROIT, MI",3
"6882","WAYNE COUNTY - DICKERSON FACILITY, DETROIT, MI",25
"6883","WAYNE COUNTY ADULT DETENTION CENTER,  MS",6
"6884","Wayne County Detention Center",7
"6885","WAYNE COUNTY FUGITIVE OPERATIONS",47
"6886","WAYNE COUNTY JAIL",72
"6887","WAYNE COUNTY JAIL, DETROIT, MI",31
"6888","WAYNE COUNTY JAIL, TN",2
"6889","WAYNE COUNTY PRISON",3
"6890","WAYNE COUNTY SHERIFF",1
"6891","WAYNE COUNTY SHERIFF DEPARTMEMT (SC)",1
"6892","WAYNE COUNTY SHERIFF'S OFFICE, INDIANA",4
"6893","WAYNE COUNTY, GA",30
"6894","WAYNE COUNTY, KY",4
"6895","WAYNE PD",7
"6896","WAYNE POLICE DEPARTMENT",1
"6897","WCD General Area",173
"6898","WCT GENERAL AREA, NON-SPECIFIC",477
"6899","WEATHERFORD JAIL",6
"6900","WEBB CITY POLICE DEPARTMENT, MISSOURI",3
"6901","WEBB COUNTY JAIL",350
"6902","WEBDOC",3
"6903","WEBER COUNTY JAIL - UT",504
"6904","WEBSTER COUNTY IOWA",18
"6905","Webster County Jail",2
"6906","WEBSTER COUNTY JAIL, NE",2
"6907","WEBSTER COUNTY SHERIFFS OFFICE, MISSOURI",5
"6908","WEBSTER POLCE DEPT, HARRIS CO, TX",2
"6909","WEBSTER POLICE DEPT, HARRIS COUNTY, TX",4
"6910","WEBSTER, TEXAS",5
"6911","WEEHAWKIN TWP PD",11
"6912","Weld County",137
"6913","WELD COUNTY",12
"6914","Weld County Jail",145
"6915","WELD COUNTY JAIL",16
"6916","Weld County Probation",47
"6917","WELD COUNTY PROBATION OFFICE",1
"6918","WELLS COUNTY SHERIFF'S OFFICE, INDIANA",9
"6919","Wenatchee CAP",44
"6920","WENATCHEE CITY PD",9
"6921","WENDE CORRECTIONAL FACILITY",2578
"6922","WESLACO CITY JAIL, TX",13
"6923","WEST AMWELL TWP PD",1
"6924","WEST BATON ROUGE DETENTION CENTER",33
"6925","WEST CALDWELL PD",2
"6926","WEST COLUMBIA POLICE DEPT, BRAZORIA CO, TX",1
"6927","WEST COLUMBIA POLICE DEPT, BRAZORIA COUNTY, TX",4
"6928","WEST DEPTFORD POLICE DEPARTMENT",1
"6929","WEST HARTFORD, CT",4
"6930","WEST HARTFORD, CT POLICE DEPARTMENT",1
"6931","WEST HAVEN, CT",2
"6932","WEST HOLLYWOOD SHERIFF'S DEPT, WEST HOLLYWOOD, CA",1
"6933","WEST LONG BRANCH PD",11
"6934","WEST NEW YORK PD",77
"6935","WEST ORANGE PD",9
"6936","WEST ROXBURY DISTRICT COURT",4
"6937","WEST SHORELINE CORRECTIONAL FACILITY, MUSKEGON HEIGHTS, MI",6
"6938","WEST TEXAS DETENTION FACILITY",2
"6939","WEST TEXAS PRISON FACILITY",3
"6940","WEST VALLEY DETENTION CENTER (SBSD) RANCHO CUCAMONGA, CA",906
"6941","WEST VIRGINIA STATE POLICE - BECKLEY",5
"6942","WEST VIRGINIA STREET ARREST",336
"6943","WEST WINDSOR POLICE DEPARTMENT",1
"6944","WEST YELLOWSTONE AREA",1
"6945","WESTAMPTON TOWNSHIP POLICE DEPARTMENT",1
"6946","WESTBOROUGH DISTRICT COURT",9
"6947","WESTBOROUGH POLICE DEPT",2
"6948","WESTERN CORRECTIONAL INSTITUTION",5
"6949","WESTERN MISSOURI CORRECTIONAL FACILITY MISSOURI DEPARTMENT OF CORRECTIONS",12
"6950","WESTERN NM CORRECTION FACILITY, GRANTS STATE FACILITY",11
"6951","WESTERN RECEPTION DIAGNOSTIC CORRECTIONAL CENTER MISSOURI DEPARTMENT OF CORRECTI",4
"6952","WESTERN REGIONAL JAIL",9
"6953","WESTERN TIDEWATER REGIONAL JAIL VA",18
"6954","WESTERN TIDEWATER REGIONAL JAIL-VA",1
"6955","WESTERN VIRGINIA REGIONAL JAIL-VA",20
"6956","WESTFIELD PD",2
"6957","WESTLAND POLICE DEPARTMENT",5
"6958","WESTLAND, MICHIGAN",13
"6959","WESTMORELAND COUNTY PRISON",8
"6960","WESTON COUNTY JAIL, NEW CASTLE, WYOMING",2
"6961","WESTON COUNTY WYOMING",5
"6962","WESTON COUNTY, WYOMING",3
"6963","WESTOVER VILLAGE POLICE DEPARTMENT",3
"6964","WESTVILLE CORRECTIONAL CENTER, IN (INDIANA DOC)",23
"6965","WESTWOOD PD",5
"6966","WESTWORTH VILLAGE POLICE DEPARTMENT",1
"6967","WEXFORD COUNTY JAIL, CADILLAC, MI",1
"6968","WEYMOUTH POLICE DEPARTMENT",1
"6969","WHARTON COUNTY JAIL, WHARTON, TX",42
"6970","WHARTON COUNTY PROBATION, WHARTON, TX",2
"6971","WHARTON PD",1
"6972","WHARTON, TEXAS",3
"6973","WHATCOM COUNTY JAIL",26
"6974","WHEELER COUNTY",11
"6975","WHEELER COUNTY, GA",1
"6976","WHITE COUNTY JAIL",21
"6977","WHITE COUNTY JAIL, TN",7
"6978","WHITE COUNTY PROBATION-SEARCY AREA PROBATION",2
"6979","WHITE COUNTY SHERIFF'S OFFICE, INDIANA",9
"6980","WHITE COUNTY, GA",5
"6981","WHITE SETTLEMENT POLICE DEPARTMENT",9
"6982","WHITEWATER, COLORADO",1
"6983","WHITFIELD COUNTY JAIL - 287(G)",392
"6984","Whitfield County Sheriff's Office",16
"6985","WHITFIELD COUNTY, GA",20
"6986","WHITLEY COUNTY JAIL, KY",1
"6987","WHP GENERAL AREA, NON-SPECIFIC",8
"6988","WIC GENERAL AREA, NON-SPECIFIC",1121
"6989","WICHITA COUNTY GENERAL AREA",6
"6990","WICHITA COUNTY SHERIFFS OFFICE",33
"6991","WICHITA FALLS POLICE DEPARTMENT",10
"6992","WICOMICO COUNTY DETENTION CENTER",105
"6993","WICOMICO COUNTY GENERAL AREA",76
"6994","WIL GENERAL AREA, NON-SPECIFIC",215
"6995","WILBARGER COUNTY SHERIFFS OFFICE",1
"6996","WILCOX COUNTY JAIL, GA",4
"6997","WILDWOOD POLICE DEPARTMENT",4
"6998","WILIKINSON COUNTY, GA",1
"6999","WILKEN COUNTY JAIL, MN",1
"7000","WILKES COUNTY JAIL",27
"7001","WILKES COUNTY, GA",4
"7002","WILKES COUNTY, NC",4
"7003","WILKES-BARRE POLICE DEPARTMENT - WILKES-BARRE, PA",8
"7004","WILKINSON COUNTY CORRECTIONAL CENTER, MS",1
"7005","WILL COUNTY JAIL, IL",51
"7006","Willacy County Correction Center, (BOP) Raymondville, TX",5
"7007","WILLACY COUNTY JAIL - RAYMONDVILLE, TX - TX2450000",50
"7008","WILLACY COUNTY REGIONAL CORRECTIONAL CENTER, TX",90
"7009","WILLACY TDC JAIL, TX",1
"7010","WILLARD DRUG TREATMENT CAMPUS",21
"7011","WILLIAMS COUNTY JAIL, ND",18
"7012","Williams County, OH",17
"7013","WILLIAMSBURG COUNTY DETENTION CENTER",10
"7014","WILLIAMSBURG COUNTY, SC",4
"7015","WILLIAMSBURG FEDERAL CORRECTIONAL INSTITUTION",253
"7016","WILLIAMSBURG-JAMES COUNTY JAIL-VA",1
"7017","WILLIAMSBURG, VIRGINIA",7
"7018","WILLIAMSON CO.",102
"7019","WILLIAMSON COUNTY JAIL, GEORGETOWN, TEXAS",470
"7020","WILLIAMSON COUNTY JAIL, TN",63
"7021","WILLIAMSON COUNTY SHERIFF'S OFFICE, IL",1
"7022","WILLIMANTIC, CT",12
"7023","WILLIMANTIC, CT POLICE DEPARTMENT",1
"7024","WILLINGBORO TOWNSHIP POLICE DEPARTMENT",7
"7025","WILLIS POLICE DEPT, MONTGOMERY CO, TX",1
"7026","WILLIS POLICE DEPT, MONTGOMERY COUNTY, TX",1
"7027","WILLIS, TEXAS",22
"7028","WILLS POINT POLICE DEPARTMENT",1
"7029","WILMINGTON POLICE DEPARTMENT",2
"7030","WILMINGTON POLICE DEPARTMENT - WILMINGTON, DE",3
"7031","WILMINGTON PROBATION",23
"7032","WILSON CO PROBATION WILSON, NC",7
"7033","WILSON COUNTY FUGITIVE OPERATIONS",24
"7034","WILSON COUNTY JAIL",41
"7035","WILSON COUNTY JAIL - TX2470000",44
"7036","WILSON COUNTY JAIL, TN",48
"7037","WILTON, CT POLICE DEPARTMENT",1
"7038","WINDER MUNICIPAL PROBATION",1
"7039","WINDER, GA",37
"7040","WINDHAM, CT",3
"7041","WINDSOR LOCKS, CT",2
"7042","WINKLER COUNTY DETENTION CENTER",4
"7043","WINKLER COUNTY JAIL",15
"7044","WINNEBAGO COUNTY IOWA",13
"7045","WINNEBAGO COUNTY SHERIFF'S OFFICE, IL",13
"7046","WINNEBAGO COUNTY, IL GENERAL AREA",18
"7047","WINNESHIEK COUNTY JAIL, IA",10
"7048","WINONA COUNTY LAW ENFORCEMENT CENTER, MN",23
"7049","WINSLOW TOWNSHIP POLICE DEPARTMENT",4
"7050","WINSTON COUNTY, MS",3
"7051","WINSTON-SALEM, NC",110
"7052","WINTER GARDEN GENERAL AREA",1
"7053","WINTHROP POLIC DEPARTMENT",1
"7054","WINTHROP POLICE DEPT",1
"7055","WISE COUNTY GENERAL AREA",1
"7056","WISE COUNTY SHERIFFS OFFICE",15
"7057","WIXOM, MICHIGAN",18
"7058","WNT GENERAL AREA, NON-SPECIFIC",1
"7059","WOBURN DISTRICT COURT",18
"7060","WOBURN POLICE DEPT",3
"7061","WOMENS EASTERN RECEPTION CENTER,  MISSOURI",4
"7062","WOOD COUNTY CRIM AT LARGE",9
"7063","WOOD COUNTY JAIL",4
"7064","WOOD COUNTY NON CRIM",2
"7065","WOOD COUNTY PROBATION",7
"7066","WOOD COUNTY SHERIFFS OFFICE",12
"7067","Wood County, OH",12
"7068","WOODBRIDGE PD",33
"7069","WOODBURY POLICE DEPARTMENT",5
"7070","WOODFORD COUNTY DETENTION CTR, KY",48
"7071","WOODLYNNE BOROUGH POLICE DEPARTMENT",1
"7072","WOODRUFF COUNTY JAIL",1
"7073","WOODS COUNTY JAIL",4
