"","apprehension_landmark","total"
"9063","TAM-CYPRESS",1004
"9064","TAM-FCC COLEMAN LOW",14
"9065","TAM-FCC COLEMAN MEDIUM",63
"9066","TAM-FCC COLEMAN PENITENTIARY",37
"9067","TAM-FUGOPS ARREST",309
"9068","TAM-HARDEE COUNTY JAIL",133
"9069","TAM-HERNANDO COUNTY JAIL",71
"9070","TAM-HILLSBOROUGH COUNTY JAIL",3081
"9071","TAM-HILLSBOROUGH COUNTY, FL JAIL",3
"9072","TAM-MANATE COUNTY JAIL",784
"9073","TAM-MANATEE COUNTY JAIL",1
"9074","TAM-PASCO COUNTY JAIL",284
"9075","TAM-PASCO COUNTY, FL JAIL",1
"9076","TAM-PINELLAS COUNTY JAIL",1047
"9077","TAM-POLK COUNTY JAIL",1545
"9078","TAM-POLK COUNTY, FL JAIL",2
"9079","TAM-SARASOTA COUNTY JAIL",511
"9080","TAM-VCAS PROBATION AND PAROLE",80
"9081","TAMA COUNTY JAIL, IA",67
"9082","TAMPA FUGITIVE OPERATION",922
"9083","TAMPA FUGITIVE OPERATIONS",178
"9084","TAMPA GENERAL AREA, NON-SPECIFIC",19
"9085","TANEY COUNTY SHERIFFS OFFICE, MISSOURI",46
"9086","TANGIPAHOA PARISH, LA",74
"9087","TAOS COUNTY DETENTION CENTER, TAOS,   NM",7
"9088","TARRANT COUNTY AREA",2
"9089","TARRANT COUNTY GENERAL AREA",274
"9090","TARRANT COUNTY JAIL",3670
"9091","TATTNALL COUNTY, GA",38
"9092","TAUNTON DISTRICT COURT",2
"9093","TAUNTON POLICE DEPT",1
"9094","TAVARES GENERAL AREA",3
"9095","TAVARES, FL PROBATION & PAROLE, FL DOC #051",27
"9096","TAYLOR COUNTY",178
"9097","TAYLOR COUNTY DETENTION CENTER",82
"9098","TAYLOR COUNTY IOWA",3
"9099","TAYLOR COUNTY, GA",4
"9100","TAYLOR POLICE DEPARTMENT",25
"9101","TAYLOR, MICHIGAN",44
"9102","TAYLORVILLE CORRECTIONAL CENTER, (ILLINOIS DOC)",11
"9103","TAZEWELL COUNTY SHERIFF'S OFFICE, IL",5
"9104","TCAAT  WALK-IN AZ STATE",74
"9105","TCAAT CAP REFERRALS AZ STATE",103
"9106","TCAAT CIS REFERRALS AZ STATE",52
"9107","TCAAT COCHISE COUNTY PAROLE AND PROBATION AZ STATE",11
"9108","TCAAT COLLATERAL ARRESTS AZ STATE",83
"9109","TCAAT HSI REFERRALS AZ STATE",31
"9110","TCAAT PIMA COUNTY PAROLE AND PROBATION AZ STATE",88
"9111","TCAAT SANTA CRUZ COUNTY PAROLE AND PROBATION AZ STATE",2
"9112","TCAAT SECURE COMMUNITIES LEVEL 1 REFERRALS AZ STATE",12
"9113","TCAAT SECURE COMMUNITIES LEVEL 2 REFERRALS AZ STATE",64
"9114","TCAAT US PROBATION TUCSON AZ STATE",12
"9115","TCO GENERAL AREA, NON-SPECIFIC",2
"9116","TCS GENERAL AREA, NON-SPECIFIC",3
"9117","TDCJ Garza West, Beeville, TX",3
"9118","TDCJ HUNTSVILLE WALKER CO, TX",22
"9119","TDCJ HUNTSVILLE WALKER COUNTY, TX",3
"9120","TDCJ WINSBORO",2
"9121","TEANECK PD",16
"9122","TEC GENERAL AREA, NON-SPECIFIC",1
"9123","TEHACHAPI POLICE DEPARTMENT",3
"9124","TEHACHAPI STATE PRISON",580
"9125","TEHAMA COUNTY JAIL",229
"9126","TEHAMA SHERIFF OFFICE",6
"9127","TEHEMA COUNTY PROBATION",1
"9128","TELFAIR COUNTY SHERIFFS, GA",5
"9129","TELFAIR COUNTY, GA",9
"9130","TELLER COUNTY",13
"9131","TELLER COUNTY JAIL",35
"9132","TEMPLE SHERIFFS DEPT, TEMPLE CITY, CA",27
"9133","TEMPLE, GA",2
"9134","TEMPLE, TEXAS",70
"9135","TENAFLY PD",2
"9136","TENSAS PARISH JAIL",20
"9137","TENT FARM",1
"9138","TERMINAL ISLAND BOP",1
"9139","TERMINAL ISLAND-FCI, SAN PEDRO, CA",60
"9140","TERRABONE PARISH, LA",385
"9141","TERRABONNE PARISH, LA",1
"9142","TERRE HAUTE FCC (BOP)",1
"9143","TERRE HAUTE USP (BOP)",1
"9144","TERREBONNE PARISH, LA",1
"9145","TERRELL COUNTY JAIL, GA",4
"9146","TERRELL POLICE DEPARTMENT",18
"9147","TERRY COUNTY JAIL",34
"9148","TETON COUNTY IDAHO GENERAL AREA",3
"9149","TETON COUNTY JAIL ID",15
"9150","TETON COUNTY JAIL WYOMING",1
"9151","TETON COUNTY JAIL, JACKSON, WYOMING",158
"9152","TETON COUNTY MISDEMEANOR PROBATION OFFICE ID",9
"9153","TETON COUNTY PROBATION OFFICE",2
"9154","TETON COUNTY WYOMING",81
"9155","TETON COUNTY, WYOMING",1
"9156","TEWKSBURY TWP PD",2
"9157","TEWSBURY POLICE DEPT",2
"9158","TEXARKANA ICE OFFICE",44
"9159","TEXAS CITY POLICE DEPT, GALVESTON COUNTY, TX",2
"9160","TEXAS CITY, TX",8
"9161","TEXAS COUNTY",3
"9162","TEXAS COUNTY JAIL",133
"9163","TEXAS COUNTY SHERIFFS OFFICE, MISSOURI",1
"9164","TEXAS DEPARTMENT OF CRIMINAL JUSTICE FORT STOCKTON UNIT",2
"9165","TEXAS DEPARTMENT OF CRIMINAL JUSTICE LYNAUGH UNIT",1
"9166","TEXAS DEPARTMENT OF PUBLIC SAFETY, AUSTIN, TX",4
"9167","TEXAS DEPT CRIMINAL JUSTICE-HUNTSVILLE, WALKER CO, TX",75
"9168","TEXAS DEPT OF CRIMINAL JUSTICE",11
"9169","TEXAS DEPT OF CRIMINAL JUSTICE, WALKER CO",25068
"9170","TEXAS DOC HOBBY JAIL",1
"9171","TEXAS DOC LOCKHART",1
"9172","TEXAS DOC LUTHER",1
"9173","TEXAS DOC SMITH",1
"9174","TEXAS YOUTH COMMISSION- EVANS FACILITY, TX",5
"9175","TFO GIITEM AZ STATE",2
"9176","TFO USMS AZ STATE",1
"9177","THE COLONY POLICE DEPARTMENT",34
"9178","THE WOODLANDS, TEXAS",13
"9179","THIRD JUDICIAL DISTRICT-DEPT. OF CORRECTIONS-PROBATIONS",11
"9180","THIS IS THE POE WRONG SITE",3
"9181","THOMAS COUNTY JAIL, GA",30
"9182","THOMAS COUNTY SHERIFFS OFFICE, COLBY, KANSAS",3
"9183","THOMAS COUNTY, GA",1
"9184","THOMASTON, GA",3
"9185","THOMASVILLE, GA (THOMAS COUNTY)",3
"9186","THOMASVILLE, NC",31
"9187","THOMSON, GA",1
"9188","THREE RIVERS",197
"9189","THREE RIVERS FEDERAL CORRECTIONAL FACILITY",954
"9190","THUMB CORRECTIONAL FACILITY, LAPEER, MI",8
"9191","THURSTON COUNTY JAIL",95
"9192","THURSTON COUNTY JUVENILE DETENTION CENTER",5
"9193","TIERRITAS BLANCAS RANCH",1
"9194","TIFT COUNTY JAIL, GA",116
"9195","TIFT COUNTY, GA",5
"9196","TIFTON, GA",8
"9197","TILLAMOOK COUNTY JAIL",54
"9198","TILLMAN COUNTY JAIL",15
"9199","TINTON FALLS PD",10
"9200","TIOGA COUNTY JAIL",4
"9201","TIOGA COUNTY PRISON",7
"9202","TIOGA COUNTY PROBATION",1
"9203","TIPPAH COUNTY, MS",1
"9204","TIPPECANOE COUNTY SHERIFF'S OFFICE, INDIANA",248
"9205","TIPTON CORRECTIONAL FACILITY MISSOURI DEPARTMENT OF CORRECTIONS",5
"9206","TIPTON COUNTY SHERIFF'S OFFICE, INDIANA",9
"9207","TIRES TO MONUMENT 2B",1
"9208","TISHOMINGO COUNTY, MS",1
"9209","TITUS COUNTY CRIM AT LARGE",14
"9210","TITUS COUNTY GENERAL AREA",12
"9211","TITUS COUNTY JAIL",5
"9212","TITUS COUNTY NON CRIM",3
"9213","TITUS COUNTY PROBATION",3
"9214","TITUS COUNTY SHERIFFS OFFICE",245
"9215","TITUSVILLE, FL PROBATION AND PAROLE, FL DOC #180",1
"9216","TLS GENERAL AREA, NON-SPECIFIC",1949
"9217","TN DEPT. OF CORRECTIONS - CHARLES BASS COMPLEX",4
"9218","TN DEPT. OF CORRECTIONS - LOS DEBERRY SPECIAL",15
"9219","TN DEPT. OF CORRECTIONS - NORTHWEST CORRECTIONAL",1
"9220","TN DEPT. OF CORRECTIONS - PRISON FOR WOMEN",6
"9221","TN DEPT. OF CORRECTIONS - RIVERBEND MAX",7
"9222","TN DEPT. OF CORRECTIONS - SOUTH CENTRAL COMPLEX",68
"9223","TN DEPT. OF CORRECTIONS - TURNEY CENTER",56
"9224","TN HIGHWAY PATROL",1
"9225","TOBYHANNA ARMY DEPOT - TOBYHANNA, PA",7
"9226","TOCCOA, GA",4
"9227","TODD COUNTY DETENTION CENTER, MN",39
"9228","TODD COUNTY JAIL, KY",26
"9229","TOM GREEN COUNTY JAIL - SAN ANGELO, TX",122
"9230","TOM GREEN COUNTY JAIL SAN ANGELO, TX",1
"9231","TOMBALL POLICE DEPT, HARRIS COUNTY, TX",9
"9232","TOMBALL, TEXAS",13
"9233","TOMPKINS COUNTY",5
"9234","TOMPKINS COUNTY JAIL",4
"9235","TOMPKINS COUNTY PROBATION",2
"9236","TOMPKINS COUNTY SHERIFF",1
"9237","TOMS RIVER Police Department",30
"9238","TOOELE COUNTY JAIL - UT",202
"9239","TOOELE COUNTY JAIL - UTAH",2
"9240","TOOLE COUNTY JAIL MT",2
"9241","TOOMBS COUNTY, GA",48
"9242","TOPEKA CORRECTIONAL FACILITY KANSAS DEPARTMENT OF CORRECTIONS",19
"9243","TOPEKA KANSAS AREA NON-CUSTODIAL ARREST",14
"9244","TOPOWA",3
"9245","TOPPENISH CITY PD",77
"9246","TOR GENERAL AREA, NON-SPECIFIC",1
"9247","TORRANCE COUNTY DETENTION FACILITY, ESTANCIA, NM",53
"9248","TORRANCE POLICE DEPT, TORRANCE, CA",24
"9249","TORRINGTON, CT",26
"9250","TORRINGTON, CT POLICE DEPARTMENT",14
"9251","TOTOWA PD",17
"9252","TOWN AND COUNTRY POLICE DEPARTMENT, MISSOURI",17
"9253","TOWNS COUNTY, GA",11
"9254","TOWNSHIP OF HAMILTON POLICE DEPARTMENT",39
"9255","TPC BLVD, ORLANDO, FL, PROBATION AND PAROLE OFFICE 09B",30
"9256","TRACY POLICE DEPARTMENT",6
"9257","TRANSYLVANIA COUNTY JAIL",25
"9258","TRANSYLVANIA COUNTY, NC",2
"9259","TRAVERSE COUNTY JAIL, MN",12
"9260","TRAVIS CO",218
"9261","TRAVIS COUNTY",1
"9262","TRAVIS COUNTY DARDNER HOUSE, AUSTIN, TEXAS",1
"9263","TRAVIS COUNTY GARDNER HOUSE, AUSTIN, TEXAS",4
"9264","TRAVIS COUNTY JAIL (DEL VALLE UNIT) DEL VALLE, TEXAS",1
"9265","TRAVIS COUNTY JAIL(DEL VALLE UNIT) DEL VALLE, TEXAS",1131
"9266","TRAVIS COUNTY JAIL, AUSTIN, TEXAS",3
"9267","TRAVIS COUNTY JAIL, AUSTIN, TEXAS - TX2270000",9077
"9268","TRAVIS COUNTY PROBATION",6
"9269","TRAVIS STATE JAIL, AUSTIN, TEXAS",24
"9270","TRC GENERAL AREA, NON-SPECIFIC",474
"9271","TREGO COUNTY SHERIFFS OFFICE, WAKEENY, KANSAS",3
"9272","TRENTON CITY POLICE DEPARTMENT",494
"9273","TRENTON, GA",9
"9274","TRENTON, MICHIGAN",2
"9275","TREUTLEN COUNTY, GA",2
"9276","TRI COUNTY JAIL",2
"9277","TRI-COUNTY JAIL",54
"9278","TRINITY COUNTY JAIL",59
"9279","TRINITY COUNTY JAIL, GROVELAND, TX",2
"9280","TRINITY COUNTY JAIL, GROVETON, TX",10
"9281","TRINITY COUNTY PROBATION, GROVETON, TX",1
"9282","TRINITY COUNTY SHERIFF OFFICE",1
"9283","TRION MUNICIPAL COURT PROBATION",2
"9284","TRIPP CO JAIL, WINNER, SD",1
"9285","TRIPP COUNTY JAIL, WINNER, SD",2
"9286","TROUP COUNTY, GA",161
"9287","TROUSDALE COUNTY JAIL, TN",26
"9288","TROY POLICE DEPARTMENT",30
"9289","TROY PROBATION AND PAROLE DISTRICT 38, MISSOURI",1
"9290","TROY, MI",106
"9291","TROY, NC",20
"9292","TRUCKEE POLICE DEPARTMENT",1
"9293","TRUMABLL, CT",3
"9294","TRUMBULL COUNTY JAIL",29
"9295","TRUMBULL, CT POLICE DEPARTMENT",4
"9296","TUC GENERAL AREA, NON SPECIFIC",1
"9297","TUC GENERAL AREA, NON-SPECIFIC",1
"9298","TUCGEN",198
"9299","TUCKER OFFICE (FEDERAL PROBATION & PAROLE)",4
"9300","TUCKER, GA",84
"9301","TUCSON",1
"9302","TUCSON BORDER PATROL AZ STATE",11
"9303","TUCSON SW",1
"9304","TULARE COUNTY",213
"9305","TULARE COUNTY JAIL",2233
"9306","TULARE POLICE DEPARTMENT",13
"9307","TULARE SHERIFF'S OFFICE",1
"9308","TULSA COUNTY JAIL",12
"9309","TULSA COUNTY JAIL - DAVID L. MOSS CRIMINAL JUSTICE CENTER",263
"9310","TULSA COUNTY JAIL-DAVID L. MOSS CRIMINAL JUSTICE CENTER",2848
"9311","TUNICA COUNTY, MS",2
"9312","TUOLUMNE COUNTY JAIL",24
"9313","TUOLUMNE COUNTY PROBATION",1
"9314","TURBEVILLE CORRECTIONAL INSTITUTION",7
"9315","TURLOCK POLICE DEPARTMENT",15
"9316","TURNER COUNTY, GA",29
"9317","TUS GENERAL AREA, NON-SPECIFIC",3
"9318","TUSCARAWAS COUNTY JAIL",121
"9319","TUSCOLA COUNTY JAIL, CARO, MI",5
"9320","TUSTIN POLICE DEPARTMENT",5
"9321","TUSTIN, CA",6
"9322","TWIGGS COUNTY GA",1
"9323","TWIGGS COUNTY, GA",20
"9324","TWIN BRIDGE TO GREYS WELLS REST STOP",2
"9325","TWIN FALLS COUNTY GENERAL AREA ID",1
"9326","TWIN FALLS COUNTY JAIL",1
"9327","TWIN FALLS COUNTY JAIL ID",344
"9328","TWIN FALLS COUNTY MISDEMEANOR PROBATION OFFICE ID",33
"9329","TWIN FALLS FELONY PROBATION OFFICE ID",23
"9330","TWO BRIDGES REGIONAL JAIL",1
"9331","TWO RIVERS CORRECTIONAL INSTITUTION (TRCI)",73
"9332","TXA GENERAL AREA, NON-SPECIFIC",81
"9333","TYGART VALLEY REGIONAL JAIL",17
"9334","TYLER COUNTY JAIL, WOODVILLE, TX",6
"9335","TYLER COUNTY PROBATION, WOODVILLE, TX",2
"9336","TYLER POLICE DEPARTMENT",27
"9337","TYRONE, GA (FAYETTE COUNTY)",3
"9338","TYRRELL COUNTY FUGITIVE OPERATIONS",2
"9339","Tabor DOC",77
"9340","Task Force - Chula Vista PD",3
"9341","Task Force - DEA/NTF",15
"9342","Task Force - Document Fraud - HSI",31
"9343","Task Force - Joint Terrorism Task Force",1
"9344","Task Force - National Security Group",10
"9345","Task Force - San Diego Police Department",8
"9346","Task Force - US Marshal",11
"9347","Task Force - Worksite Enforcement",10
"9348","Taylor County, TX At Large",22
"9349","Taylor County, TX Jail",101
"9350","Tecate, CA",1
"9351","Toledo General Area",35
"9352","Tom Green County, TX At Large",19
"9353","Tom Green County, TX Jail",92
"9354","Twin Falls ERO Office",314
"9355","Twin Falls General Area",494
"9356","U.S MARSHALS SERVICE",2
"9357","U.S. ARMY FT. LEONARD WOOD",15
"9358","U.S. COAST GUARD BUFFALO,NY  TO THE PEACE BRIDGE PORT OF ENTRY",1
"9359","U.S. DRUG ENFORCEMENT ADMINISTRATION",3
"9360","U.S. FEDERAL PRISON LOMPOC- MEDIUM, LOMPOC, CA",1
"9361","U.S. FEDERAL PRISON-MEDIUM, LOMPOC,CA",5
"9362","U.S. MARSHAL SERVICE, AUSTIN, TEXAS",562
"9363","U.S. MARSHALS SERVICE",27
"9364","U.S. MARSHALS SERVICE CHEYENNE, WY",13
"9365","U.S. MARSHALS SERVICE DENVER, CO",45
"9366","U.S. MARSHALS SERVICE NEW MEXICO",58
"9367","U.S. Marshalls Service",5
"9368","U.S. Marshals",14
"9369","U.S. Marshals Service",12
"9370","U.S. PROBATION - SYRACUSE",1
"9371","U.S. PROBATION OFFICE",1
"9372","U.S. PROBATION OFFICE SAN JUAN",5
"9373","U.S. PROBATION, WACO, TEXAS",1
"9374","U.S.D.H.S-I.C.E",4
"9375","UINTA COUNTY",10
"9376","UINTA COUNTY JAIL, EVANSTON, WY",40
"9377","UINTAH COUNTY JAIL - UT",59
"9378","UMATILLA CO. JAIL",84
"9379","UMATILLA COUNTY JAIL",275
"9380","UNADILLA, GA",1
"9381","UNALASKA CITY JAIL",1
"9382","UNICOI COUNTY JAIL, TN",19
"9383","UNION BEACH PD",2
"9384","UNION CITY PD",179
"9385","UNION CITY, GA",16
"9386","UNION CO JAIL, ELK POINT, SD",15
"9387","UNION CO PROBATION MONROE, NC",1
"9388","UNION COUNTY",6
"9389","UNION COUNTY DETENTION CENTER, CLAYTON, NM",4
"9390","UNION COUNTY IOWA",1
"9391","UNION COUNTY JAIL",1588
"9392","UNION COUNTY JAIL, ELK POINT, SD",6
"9393","UNION COUNTY JAIL, KY",1
"9394","UNION COUNTY JAIL, TN",6
"9395","UNION COUNTY PD",37
"9396","UNION COUNTY PRISON",3
"9397","UNION COUNTY PROBATION",1
"9398","UNION COUNTY PROSECUTOR REFERRAL",2
"9399","UNION COUNTY SHERIFF'S OFFICE, INDIANA",1
"9400","UNION COUNTY, GA",8
"9401","UNION COUNTY, MS",3
"9402","UNION COUNTY, NC",111
"9403","UNION PARISH JAIL",26
"9404","UNION PD",59
"9405","UNITED STATE OFFICE OF PAROLE AND PROBATION",7
"9406","UNITED STATES CITIZENSHIP AND IMMIGRATION SERVICES NYC",1
"9407","UNITED STATES MARSHAL SERVICE",494
"9408","UNITED STATES MARSHAL SERVICE CAMDEN",8
"9409","UNITED STATES MARSHAL SERVICE TRENTON",14
"9410","UNITED STATES MARSHALL SERVICE",210
"9411","UNITED STATES MARSHALL SERVICE SALT LAKE",13
"9412","UNITED STATES MARSHALS",3
"9413","UNITED STATES MARSHALS SERVICE",67
"9414","UNITED STATES MARSHALS SERVICE (MULTNOMAH COUNTY)",220
"9415","UNITED STATES PENITENTIARY - POLLOCK",37
"9416","UNITED STATES PRETRAIL SERVICES OFFICE, BROWNSVILLE, TX",1
"9417","UNITED STATES PRETRAIL SERVICES OFFICE, HOUSTON, TX",3
"9418","UNITED STATES PRETRIAL SERVICES",1
"9419","UNITED STATES PRISON (BOP), INDIANA",89
"9420","UNITED STATES PROBATION & PAROLE",12
"9421","UNITED STATES PROBATION OFFICE, HOUSTON, TX",3
"9422","UNITED STATES PROBATION OFFICE, VICTORIA, TX",5
"9423","UNITED STATES PROBATION SDNY",10
"9424","UNITED STATES PTOBATION",20
"9425","UNIVERSITY CITY POLICE DEPARTMENT, MISSOURI",6
"9426","UNIVERSITY PARK POLICE DEPARTMENT",4
"9427","UNK GENERAL AREA, NON-SPECIFIC",109
"9428","UNKNOWN",1
"9429","UNPROCESSED NONCITIZENS FROM USBP TO ERO FOR DECOMPRESSION EFFORTS",1470
"9430","UPPER SADDLE RIVER PD",13
"9431","UPSHUR COUNTY CRIM AT LARGE",7
"9432","UPSHUR COUNTY GENERAL AREA",3
"9433","UPSHUR COUNTY NON CRIM",7
"9434","UPSHUR COUNTY PROBATION",14
"9435","UPSHUR COUNTY SHERIFFS OFFICE",30
"9436","UPSON COUNTY, GA",5
"9437","UPTON COUNTY JAIL",20
"9438","US 281 TO FM 493 EXP 83 NORTH TO FM 490",1
"9439","US 83 TO TX 107/ US 281 TO FM 493",1
"9440","US CIS PORTLAND, MAINE",4
"9441","US CITIZENSHIP & IMMIGRATION SERVICES, MOUNT LAUREL",38
"9442","US DISTRICT COURT",174
"9443","US DISTRICT COURT EASTERN DISTRICT, MISSOURI (USMS, PROB)",37
"9444","US DISTRICT COURT PROBATION, GRAND RAPIDS",1
"9445","US DISTRICT COURT SOUTHERN ILLINOIS (USMS, PROB)",28
"9446","US DISTRICT COURT, WESTERN DISTRICT, LAKE CHARLES, LA",1
"9447","US FEDERAL PROBATION",1
"9448","US HWY 281 EAST TO BROOKS CO LINE TO EAST DRAG",1
"9449","US HWY 281 EAST TO BROOKS COUNTY LINE, NORTH OF EAST DRAG TO JIM WELLS/BROOKS CO",4
"9450","US MARSHAL SERVICE - BROWNSVILLE, TX",64
"9451","US MARSHAL SERVICE - MCALLEN, TX",75
"9452","US MARSHAL SERVICE, N DIST OF TEXAS",39
"9453","US MARSHAL SERVICE, PIERRE, SD",17
"9454","US MARSHAL SERVICE, RAPID CITY, SD",53
"9455","US MARSHAL SERVICE, SIOUX FALLS, SD",193
"9456","US MARSHAL'S LONE STAR FUGITIVE TASK FORCE OPERATIONS",3
"9457","US MARSHALL'S EASTERN DISTRICT OK",1
"9458","US MARSHALL'S NORTERN DISTRICT OK",1
"9459","US MARSHALLS",23
"9460","US MARSHALS - COLUMBIA, SC",31
"9461","US MARSHALS SERVICE KANSAS CITY MO",1
"9462","US MARSHALS SERVICE, ND",225
"9463","US MARSHALS, DETROIT, MICHIGAN",12
"9464","US MARSHALS, FLINT, MICHIGAN",1
"9465","US MARSHALS, GRAND RAPIDS, MICHIGAN",8
"9466","US MARSHALS, KALAMAZOO, MICHIGAN",1
"9467","US MARSHALS, MN",28
"9468","US MEDICAL CENTER FOR FEDERAL PRISONERS, MISSOURI",121
"9469","US Marshals Haskell",5
"9470","US Marshals Northern District of Iowa",1
"9471","US Marshals Service Oakland CA",3
"9472","US Marshals Service San Francisco CA",32
"9473","US Marshals TF",1
"9474","US PROBATION",1
"9475","US PROBATION  & PRETRIAL SERVICES",1
"9476","US PROBATION & PRETRIAL SERVICES",1
"9477","US PROBATION 100 OTIS ST ASHEVILLE",1
"9478","US PROBATION BOCA RATON, FL",6
"9479","US PROBATION EASTERN DISTRICT OF MISSOURI",1
"9480","US PROBATION FORT LAUDERDALE, FL",21
"9481","US PROBATION KENDALL, FL",4
"9482","US PROBATION KEY WEST, FL",8
"9483","US PROBATION MIAMI COURTHOUSE",9
"9484","US PROBATION MIAMI LAKES, FL",8
"9485","US PROBATION OFFICE - MOBILE, AL",1
"9486","US PROBATION OFFICE - PENSACOLA, FL",2
"9487","US PROBATION WEST PALM BEACH, FL",6
"9488","US Penitentiary Thomson",1
"9489","US SOUTHERN DISTRICT MISSISSIPPI GULFPORT (PROBATION)",1
"9490","US SOUTHERN DISTRICT MISSISSIPPI HATTIESBURG (PROBATION)",1
"9491","US-MARSHALL MIDDLE DISTRICT MONTGOMERY AL STATE",76
"9492","USBOP CI-MOSHANNON VALLEY",7466
"9493","USBOP FCI-ALLENWOOD",696
"9494","USBOP FCI-BECKLEY",343
"9495","USBOP FCI-GILMER",640
"9496","USBOP FCI-LORETTO",126
"9497","USBOP FCI-MCKEAN",597
"9498","USBOP FCI-SCHUYLKILL",144
"9499","USBOP FDC-PHILADELPHIA",332
"9500","USBOP FPC-ALDERSON",1
"9501","USBOP LSCI-ALLENWOOD",356
"9502","USBOP USP-ALLENWOOD",102
"9503","USBOP USP-CANAAN",286
"9504","USBOP USP-HAZELTON",897
"9505","USBOP USP-LEWISBURG",304
"9506","USBP CHECKPOINT ENCINO, TX (F-13)",1
"9507","USBP INDIO STATION, CA",4
"9508","USBP MURIETTA STATION, CA",2
"9509","USBP RIVERSIDE STATION, CA",3
"9510","USCIS - CHARLESTON",1
"9511","USCIS ARREST",24
"9512","USCIS BOSTON, MA",4
"9513","USCIS LAWRENCE, MA",2
"9514","USCIS MOUNT LAUREL",27
"9515","USCIS NEWARK",1
"9516","USCIS REFERALS",52
"9517","USCIS REFERRALS",1
"9518","USICE MARLTON HOLDING CELL",292
"9519","USM - EASTERN DISTRICT NY",14
"9520","USM - MANHATTAN",38
"9521","USM - SOUTHERN DISTRICT NY",41
"9522","USM OFFICE - ANY",5
"9523","USMS - DISTRICT OF WEST VIRGINIA",23
"9524","USMS - EASTERN DISTRICT OF PENNSYLVANIA",61
"9525","USMS - GREAT FALLS",5
"9526","USMS - MIDDLE DISTRICT OF PENNSYLVANIA",1
"9527","USMS - MISSOULA",7
"9528","USMS CAMDEN",1
"9529","USMS CINCINNATI, OH",1
"9530","USMS DAYTON, OH",3
"9531","USMS EASTERN DISTRICT OF KY",225
"9532","USMS Montana",1
"9533","USMS NEWARK",107
"9534","USMS NW Dist FL Pensacola",9
"9535","USMS Northern District of Indiana",5
"9536","USMS Southern Dist AL Mobile, AL",3
"9537","USMS Southern District of Indiana",11
"9538","USMS TRENTON",3
"9539","USMS WESTERN DISTRICT OF KY",219
"9540","USMS, BANGOR",2
"9541","USMS, PORTLAND",1
"9542","USP ATLANTA, ATLANTA, GA",721
"9543","USP BIG SANDY, KY",29
"9544","USP Pollock",1
"9545","UTAH COUNTY JAIL - UT",1752
"9546","UTAH COUNTY JAIL - UTAH",10
"9547","UTAH STATE PRISON",324
"9548","UTAH STATE PRISON (DRAPER) - UT",12
"9549","UTICA  POLICE DEPARTMENT",1
"9550","UTICA CITY POLICE DEPARTMENT",8
"9551","UTICA FUGOPS",25
"9552","UTICA POLICE DEPARTMENT",6
"9553","UTICA, MICHIGAN",17
"9554","UVALDE COUNTY JAIL",12
"9555","UVALDE COUNTY JAIL - TX2320000",1
"9556","UXBRIDGE DISTRICT COURT",2
"9557","V40 MAIN TO V40 WIER",1
"9558","VA BEACH CITY JAIL",541
"9559","VACAVILLE POLICE DEPARTMENT",2
"9560","VADO, NEW MEXICO",2
"9561","VAIL, COLORADO",5
"9562","VAL VERDE CO. JUVENILE",1
"9563","VAL VERDE COUNTY - TX2230000",1
"9564","VAL VERDE COUNTY JAIL",15593
"9565","VAL VERDE EMERGENCY SHELTER",1
"9566","VALDEZ JAIL",1
"9567","VALDOSTA PROBATION OFFICE",3
"9568","VALDOSTA, GA",12
"9569","VALENCIA COUNTY DETENTION CENTER, LOS LUNAS, NM",29
"9570","VALENCIA, SOCORRO AND SIERRA COUNTIES N OF TCN, CIBOLA COUNTY S OF I-40.",1
"9571","VALLEJO POLICE DEPARTMENT",2
"9572","VALLEY COUNTY GENERAL AREA ID",2
"9573","VALLEY COUNTY JAIL ID",17
"9574","VALLEY COUNTY JAIL MT",1
"9575","VALLEY COUNTY JAIL, NE",4
"9576","VALLEY PARK POLICE DEPARTMENT, MISSOURI",2
"9577","VALLEY STATE PRISON",17
"9578","VALLEY STATE PRISON FOR WOMEN",513
"9579","VAMORI",2
"9580","VAN BUREN COUNTY DISTRICT COURT PROBATION",4
"9581","VAN BUREN COUNTY JAIL",16
"9582","VAN BUREN COUNTY JAIL, PAW PAW, MI",177
"9583","VAN BUREN COUNTY JAIL, TN",7
"9584","VAN BUREN TWP POLICE DEPARTMENT",26
"9585","VAN NUYS POLICE DEPT, VAN NUYS, CA",99
"9586","VAN WERT COUNTY JAIL",3
"9587","VAN ZANDT COUNTY GENERAL AREA",5
"9588","VAN ZANDT COUNTY JAIL",11
"9589","VAN ZANDT COUNTY NON CRIM",2
"9590","VAN ZANDT COUNTY PROBATION",20
"9591","VAN ZANDT COUNTY SHERIFFS OFFICE",88
"9592","VAN ZANDT CRIM AT LARGE",5
"9593","VANCE CO PROBATION HENDERSON",1
"9594","VANCE COUNTY FUGITIVE OPERATIONS",27
"9595","VANCE COUNTY JAIL",29
"9596","VANDERBURGH COUNTY SHERIFF'S OFFICE, EVANSVILLE, IN",229
"9597","VBO GENERAL AREA, NON-SPECIFIC",2
"9598","VCAS",4
"9599","VCAS - CAP REFERRAL",79
"9600","VCAS - QUEENS CENTRAL BOOKING, NY",4
"9601","VCAS - QUEENS CENTRAL BOOKING, NY STATE",9
"9602","VCAS ADOC MARANA AZ STATE",2
